Objects
30
,,Global Angle drone_3:drone_3,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,potX,potY,potZ
100,0,-0.42785,-3.0443,0.244315,-921.103,1483.69,-67.1528,64,0,64
101,0,-0.429394,-3.04364,0.243933,-921.1,1483.75,-67.1372,64,0,64
102,0,-0.428075,-3.04346,0.244669,-921.128,1483.68,-67.1664,64,0,64
103,0,-0.428723,-3.04399,0.243861,-921.116,1483.73,-67.1709,64,0,64
104,0,-0.428873,-3.04388,0.243818,-921.112,1483.72,-67.1737,64,0,64
105,0,-0.428873,-3.04328,0.243847,-921.098,1483.76,-67.1683,64,0,64
106,0,-0.42793,-3.04302,0.244876,-921.125,1483.69,-67.1218,64,0,64
107,0,-0.428202,-3.0426,0.244379,-921.104,1483.74,-67.1438,64,0,64
108,0,-0.427762,-3.0439,0.244437,-921.133,1483.68,-67.1781,64,0,64
109,0,-0.428369,-3.04333,0.244191,-921.11,1483.72,-67.1573,64,0,64
110,0,-0.428243,-3.04358,0.244241,-921.118,1483.69,-67.1501,64,0,64
111,0,-0.428656,-3.04335,0.244432,-921.089,1483.7,-67.1508,64,0,64
112,0,-0.428923,-3.04364,0.24375,-921.128,1483.73,-67.1859,64,0,64
113,0,-0.428329,-3.0443,0.243747,-921.1,1483.72,-67.1476,64,0,64
114,0,-0.428552,-3.04375,0.243984,-921.11,1483.7,-67.1673,64,0,64
115,0,-0.428615,-3.0434,0.243765,-921.118,1483.72,-67.1697,64,0,64
116,0,-0.428474,-3.0433,0.243827,-921.099,1483.72,-67.1435,64,0,64
117,0,-0.427573,-3.04275,0.244358,-921.118,1483.68,-67.1351,64,0,64
118,0,-0.428067,-3.04443,0.244161,-921.12,1483.7,-67.1591,64,0,64
119,0,-0.428055,-3.04386,0.244433,-921.112,1483.7,-67.1293,64,0,64
120,0,-0.428348,-3.04356,0.243973,-921.111,1483.7,-67.1649,64,0,64
121,0,-0.42853,-3.04301,0.244144,-921.094,1483.71,-67.1063,64,0,64
122,0,-0.428689,-3.04362,0.244122,-921.125,1483.72,-67.188,64,0,64
123,0,-0.42757,-3.04337,0.244118,-921.128,1483.68,-67.1292,64,0,64
124,0,-0.428338,-3.04366,0.244429,-921.116,1483.7,-67.1263,64,0,64
125,0,-0.428427,-3.04302,0.244331,-921.115,1483.7,-67.1488,64,0,64
126,0,-0.427651,-3.04332,0.244264,-921.133,1483.67,-67.1377,64,0,64
127,0,-0.428542,-3.04405,0.243873,-921.144,1483.69,-67.1915,64,0,64
128,0,-0.427825,-3.04322,0.243901,-921.097,1483.71,-67.102,64,0,64
129,0,-0.428613,-3.04308,0.243898,-921.098,1483.74,-67.1423,64,0,64
130,0,-0.427574,-3.0437,0.244257,-921.122,1483.69,-67.1518,64,0,64
131,0,-0.428599,-3.04456,0.244367,-921.121,1483.71,-67.17,64,0,64
132,0,-0.428417,-3.04388,0.243647,-921.033,1483.66,-67.1051,64,0,64
133,0,-0.418248,-3.04368,0.245026,-921.013,1483.46,-67.1488,64,0,64
134,0,-0.43893,-3.04414,0.244121,-920.83,1483.71,-67.1416,64,0,64
135,0,-0.433465,-3.04246,0.245232,-920.936,1483.48,-67.1574,64,0,64
136,0,-0.426538,-3.0417,0.259273,-921.253,1483.79,-67.31,64,0,64
137,0,-0.443499,-3.04105,0.242241,-921.13,1483.44,-67.2243,64,0,64
138,0,-0.448042,-3.04426,0.241824,-920.9,1483.51,-67.1377,64,0,64
139,0,-0.441394,-3.04273,0.241565,-920.853,1483.51,-67.1203,64,0,64
140,0,-0.432671,-3.04207,0.242003,-920.943,1483.48,-67.0555,64,0,64
141,0,-0.432319,-3.04207,0.241254,-921.051,1483.5,-67.1196,64,0,64
142,0,-0.440066,-3.04343,0.239407,-921.119,1483.57,-67.2624,64,0,64
143,0,-0.439733,-3.04375,0.240989,-920.98,1483.5,-67.215,64,0,64
144,0,-0.437444,-3.04353,0.241376,-920.909,1483.49,-67.1367,64,0,64
145,0,-0.435911,-3.04104,0.242494,-920.966,1483.51,-67.0926,64,0,64
146,0,-0.436948,-3.04226,0.241854,-920.964,1483.49,-67.1398,64,0,64
147,0,-0.437,-3.04339,0.241692,-920.988,1483.51,-67.183,64,0,64
148,0,-0.437901,-3.0426,0.241444,-920.982,1483.53,-67.1922,64,0,64
149,0,-0.436903,-3.04197,0.242528,-920.938,1483.52,-67.133,64,0,64
150,0,-0.437983,-3.04142,0.241633,-920.988,1483.54,-67.1255,64,0,64
151,0,-0.437362,-3.04319,0.24183,-920.957,1483.49,-67.1788,64,0,64
152,0,-0.438384,-3.04202,0.241296,-920.976,1483.52,-67.1977,64,0,64
153,0,-0.437883,-3.04256,0.242685,-920.923,1483.5,-67.1423,64,0,64
154,0,-0.437803,-3.04192,0.241978,-920.996,1483.52,-67.1605,64,0,64
155,0,-0.437447,-3.04218,0.242638,-920.988,1483.43,-67.1222,64,0,64
156,0,-0.437277,-3.04193,0.242511,-920.989,1483.47,-67.1313,64,0,64
157,0,-0.438842,-3.04231,0.241993,-920.956,1483.51,-67.1495,64,0,64
158,0,-0.438359,-3.04272,0.241784,-920.955,1483.5,-67.1375,64,0,64
159,0,-0.438344,-3.04286,0.242243,-921.02,1483.49,-67.2065,64,0,64
160,0,-0.438633,-3.04375,0.242132,-920.977,1483.48,-67.184,64,0,64
161,0,-0.437983,-3.04268,0.241894,-920.985,1483.48,-67.1559,64,0,64
162,0,-0.439133,-3.04254,0.242155,-920.967,1483.48,-67.164,64,0,64
163,0,-0.43846,-3.04201,0.242005,-920.969,1483.51,-67.1508,64,0,64
164,0,-0.438135,-3.04199,0.242076,-920.948,1483.48,-67.1618,64,0,64
165,0,-0.438923,-3.04344,0.242078,-920.98,1483.46,-67.1569,64,0,64
166,0,-0.437675,-3.04142,0.241884,-921.018,1483.54,-67.1819,64,0,64
167,0,-0.439085,-3.04305,0.241974,-920.953,1483.46,-67.1492,64,0,64
168,0,-0.438294,-3.0421,0.241749,-920.987,1483.53,-67.1638,64,0,64
169,0,-0.43863,-3.04256,0.242464,-920.985,1483.44,-67.1354,64,0,64
170,0,-0.438749,-3.04157,0.242036,-920.951,1483.46,-67.1151,64,0,64
171,0,-0.439739,-3.0413,0.241108,-920.887,1483.5,-67.1045,64,0,64
172,0,-0.441547,-3.04168,0.238388,-920.789,1483.38,-67.0171,64,0,64
173,0,-0.445715,-3.04274,0.229942,-920.341,1482.99,-65.9697,64,0,64
174,0,-0.446764,-3.03027,0.208914,-919.519,1482.66,-60.5876,64,0,64
175,0,-0.450414,-3.03101,0.194951,-918.289,1481.7,-50.169,64,0,64
176,0,-0.45092,-3.02656,0.176346,-916.89,1480.61,-33.6309,64,0,64
177,0,-0.451785,-3.01666,0.182602,-914.874,1479.11,-11.6036,64,0,64
178,0,-0.456525,-3.01434,0.189246,-912.403,1477.34,15.6977,64,0,64
179,0,-0.462948,-3.01822,0.198323,-909.333,1474.99,48.1568,64,0,64
180,0,-0.467241,-3.02621,0.202735,-905.915,1472.41,85.6823,64,0,64
181,0,0.0934647,0.0661675,0.0573922,-903.724,1485.61,119.207,64,0,64
182,0,0.080011,0.0714668,0.0552101,-898.806,1481.92,165.855,64,0,64
183,0,0.0614164,0.0739338,0.052797,-893.211,1478.68,216.404,64,0,64
184,0,0.0431594,0.0821384,0.0515826,-887.086,1475.91,270.691,64,0,64
185,0,0.0267348,0.0873253,0.0500977,-880.148,1473.67,328.848,64,0,64
186,0,0.0141791,0.0970116,0.0478554,-872.37,1472.26,390.674,64,0,64
187,0,4.13397e-05,0.117969,0.0423921,-867.577,1470.63,453.67,64,0,64
188,0,-0.00899917,0.124898,0.0427354,-858.937,1471.19,522.217,64,0,64
189,0,-0.0134339,0.128815,0.0448679,-849.375,1472.63,593.054,64,0,64
190,0,-0.0121444,0.130839,0.0446833,-838.878,1475.06,664.512,64,0,64
191,0,-0.00424955,0.128978,0.0448011,-827.457,1478.03,734.136,64,0,64
192,0,0.00853413,0.122651,0.0449421,-815.216,1481.46,800.549,64,0,64
193,0,0.0258104,0.116364,0.0450258,-802.27,1484.99,862.674,64,0,64
194,0,0.0485058,0.107285,0.0485392,-788.933,1488.45,919.465,64,0,64
195,0,0.0771185,0.102335,0.0518795,-774.496,1491.79,970.9,64,0,64
196,0,0.109209,0.0991839,0.0558578,-759.097,1494.91,1016.69,64,0,64
197,0,0.147181,0.0959994,0.0587114,-742.557,1497.53,1056.81,64,0,64
198,0,0.179279,0.107116,0.0635208,-727.179,1499.37,1090.98,64,0,64
199,0,0.212535,0.109433,0.0662554,-694.632,1502.24,1128.87,64,0,64
200,0,0.232878,0.113161,0.0692802,-678.0,1502.75,1154.47,64,0,64
201,0,0.245912,0.115072,0.071299,-660.558,1502.16,1176.81,64,0,64
202,0,0.254863,0.115438,0.0716327,-641.617,1500.36,1196.7,64,0,64
203,0,0.25826,0.114638,0.071911,-621.895,1497.11,1214.16,64,0,64
204,0,0.259368,0.113985,0.0727834,-601.124,1492.38,1229.5,64,0,64
205,0,0.258496,0.113535,0.0724079,-579.602,1485.97,1242.85,64,0,64
206,0,0.254366,0.109054,0.0727214,-557.223,1477.98,1254.66,64,0,64
207,0,0.247061,0.103648,0.0732531,-534.27,1468.43,1265.02,64,0,64
208,0,0.237806,0.0958047,0.0721178,-510.728,1457.26,1274.31,64,0,64
209,0,0.22562,0.0856191,0.0725597,-486.568,1444.63,1282.88,64,0,64
210,0,0.212686,0.073903,0.0731245,-462.058,1430.6,1290.77,64,0,64
211,0,0.198894,0.0621263,0.0728899,-437.2,1415.2,1298.06,64,0,64
212,0,0.185274,0.0523902,0.0730088,-412.032,1398.77,1304.94,64,0,64
213,0,0.172066,0.0457298,0.072952,-386.7,1381.22,1311.46,64,0,64
214,0,0.160533,0.0415589,0.073289,-361.197,1362.79,1317.7,64,0,64
215,0,0.1517,0.0404706,0.0747762,-335.689,1343.51,1323.69,64,0,64
216,0,0.146058,0.0409484,0.0732669,-310.053,1323.59,1329.51,64,0,64
217,0,0.140953,0.042772,0.0747159,-284.626,1302.87,1334.97,64,0,64
218,0,0.137647,0.0449219,0.0749297,-259.117,1281.75,1340.35,64,0,64
219,0,0.133541,0.0453352,0.0759837,-233.516,1260.03,1345.61,64,0,64
220,0,0.122322,0.042494,0.0861779,-207.626,1237.62,1351.0,64,0,64
221,0,0.115445,0.0377328,0.087465,-182.355,1215.04,1355.97,64,0,64
222,0,0.106431,0.0349958,0.0914989,-155.289,1191.45,1361.94,64,0,64
223,0,0.107764,0.0256525,0.0749812,-128.539,1167.99,1367.57,64,0,64
224,0,0.0964139,0.0157775,0.0772932,-103.786,1144.6,1372.2,64,0,64
225,0,0.088982,0.00484093,0.0746742,-78.8774,1121.3,1376.85,64,0,64
226,0,0.0799046,-0.00535061,0.0755673,-54.7264,1097.83,1381.27,64,0,64
227,0,0.0734212,-0.0141053,0.0753049,-30.8565,1074.55,1385.61,64,0,64
228,0,0.0674159,-0.0229864,0.0753792,-7.74647,1051.24,1389.75,64,0,64
229,0,0.0611267,-0.0324781,0.0755866,14.6895,1028.31,1393.72,64,0,64
230,0,0.0532501,-0.0412516,0.076244,36.2311,1005.62,1397.52,64,0,64
231,0,0.0450052,-0.0508088,0.0773504,56.784,983.227,1400.99,64,0,64
232,0,0.0388251,-0.061807,0.0761963,76.5905,961.361,1404.3,64,0,64
233,0,0.0317504,-0.0711932,0.0754874,95.2358,939.88,1407.22,64,0,64
234,0,0.0255008,-0.0760616,0.076039,112.779,918.987,1409.85,64,0,64
235,0,0.0217397,-0.0830132,0.0729973,129.487,898.737,1412.17,64,0,64
236,0,0.0178547,-0.0874706,0.0724256,144.715,879.045,1413.99,64,0,64
237,0,0.0110117,-0.0910684,0.0724995,158.478,859.938,1415.31,64,0,64
238,0,0.00432222,-0.0978331,0.0725576,171.19,841.735,1416.22,64,0,64
239,0,-0.000370455,-0.101275,0.0716511,182.434,824.24,1416.57,64,0,64
240,0,-0.00586095,-0.105678,0.071184,192.291,807.598,1416.62,64,0,64
241,0,-0.0121437,-0.110382,0.0700646,200.662,791.844,1416.14,64,0,64
242,0,-0.0160403,-0.111257,0.0694137,207.801,777.027,1415.5,64,0,64
243,0,-0.0194788,-0.113353,0.068273,213.253,763.2,1414.33,64,0,64
244,0,-0.0226087,-0.110738,0.0676558,217.377,750.304,1412.94,64,0,64
245,0,-0.0275044,-0.111568,0.068023,220.209,738.666,1411.33,64,0,64
246,0,-0.0280403,-0.107478,0.0669116,221.438,727.88,1409.38,64,0,64
247,0,-0.0294316,-0.105113,0.0665965,221.239,718.155,1407.2,64,0,64
248,0,-0.0280679,-0.0992224,0.0658495,219.83,709.628,1404.78,64,0,64
249,0,-0.0258382,-0.0954135,0.0658776,217.07,701.902,1402.02,64,0,64
250,0,-0.0151307,-0.0846267,0.0663374,213.242,695.119,1399.16,64,0,64
251,0,0.0114775,-0.0697719,0.0685351,208.404,688.647,1396.1,64,0,64
252,0,0.0541427,-0.0480676,0.0716947,202.923,682.398,1392.9,64,0,64
253,0,0.0980366,-0.0288609,0.0765951,196.682,676.216,1389.44,64,0,64
254,0,0.135664,-0.01364,0.0805415,189.888,669.969,1385.64,64,0,64
255,0,0.160774,-0.00488391,0.084117,182.628,663.367,1381.46,64,0,64
256,0,0.17478,0.00228667,0.0854538,175.107,656.208,1377.18,64,0,64
257,0,0.180094,0.00449384,0.0868359,167.392,648.177,1372.58,64,0,64
258,0,0.180964,0.00516013,0.0867699,159.602,639.246,1367.71,64,0,64
259,0,0.179888,0.00730038,0.086717,151.683,629.192,1362.61,64,0,64
260,0,0.179196,0.00820694,0.0864145,143.915,618.078,1357.23,64,0,64
261,0,0.179598,0.0117775,0.0863595,136.075,605.85,1351.68,64,0,64
262,0,0.180294,0.0116804,0.0861934,128.425,592.538,1345.83,64,0,64
263,0,0.181678,0.0140669,0.0869382,120.516,578.066,1339.64,64,0,64
264,0,0.18464,0.0150138,0.0869815,113.009,562.568,1333.36,64,0,64
265,0,0.186108,0.0155502,0.0874482,105.391,546.029,1326.75,64,0,64
266,0,0.189458,0.0159656,0.0885032,97.8934,528.228,1319.84,64,0,64
267,0,0.1924,0.0161829,0.0885672,90.5476,509.356,1312.8,64,0,64
268,0,0.194484,0.0167053,0.0894086,83.2202,489.375,1305.5,64,0,64
269,0,0.195245,0.0179249,0.0898059,76.0144,468.175,1297.98,64,0,64
270,0,0.195192,0.0174187,0.0907225,68.8943,445.896,1290.39,64,0,64
271,0,0.19526,0.0182032,0.091181,61.9095,422.368,1282.78,64,0,64
272,0,0.19567,0.0187444,0.0911777,54.9733,397.717,1275.12,64,0,64
273,0,0.195006,0.0185504,0.0918744,48.2305,371.792,1267.41,64,0,64
274,0,0.194356,0.020077,0.0925373,41.6302,344.832,1259.71,64,0,64
275,0,0.194484,0.0188901,0.092655,35.0053,316.685,1251.88,64,0,64
276,0,0.193899,0.0193677,0.0932112,28.6507,287.466,1244.07,64,0,64
277,0,0.193729,0.0177548,0.0939481,22.3509,257.065,1236.09,64,0,64
278,0,0.194121,0.0195104,0.0942165,16.2814,225.572,1228.01,64,0,64
279,0,0.193331,0.0193039,0.0952379,10.3446,193.108,1219.84,64,0,64
280,0,0.192699,0.0199388,0.0953753,4.49017,159.426,1211.51,64,0,64
281,0,0.192137,0.0209866,0.0952926,-1.23019,124.79,1203.03,64,0,64
282,0,0.19089,0.0207241,0.0957534,-6.73966,89.144,1194.52,64,0,64
283,0,0.189068,0.022324,0.0955488,-12.1664,52.4247,1185.94,64,0,64
284,0,0.188353,0.0224109,0.0956508,-17.395,14.8163,1177.36,64,0,64
285,0,0.186733,0.0215014,0.0951792,-22.4845,-23.7917,1168.72,64,0,64
286,0,0.186651,0.0215594,0.0955468,-27.4177,-63.4159,1159.96,64,0,64
287,0,0.185593,0.0211245,0.0958266,-32.1917,-103.956,1151.09,64,0,64
288,0,0.184565,0.021204,0.0957816,-36.8,-145.388,1142.1,64,0,64
289,0,0.184775,0.0214561,0.0966149,-41.2583,-187.646,1133.08,64,0,64
290,0,0.183926,0.0227683,0.0971853,-45.5637,-230.877,1124.05,64,0,64
291,0,0.184153,0.0239559,0.0971881,-49.7305,-275.06,1114.98,64,0,64
292,0,0.184688,0.0251235,0.0976882,-53.6657,-320.076,1105.89,64,0,64
293,0,0.184653,0.0243819,0.0981552,-57.5404,-365.852,1096.82,64,0,64
294,0,0.183615,0.0216646,0.0993833,-61.193,-412.646,1087.72,64,0,64
295,0,0.182475,0.0211398,0.0982141,-64.7776,-460.172,1078.58,64,0,64
296,0,0.180028,0.0180239,0.0980154,-68.1287,-508.577,1069.27,64,0,64
297,0,0.178687,0.016773,0.0974212,-71.3627,-557.768,1059.83,64,0,64
298,0,0.177691,0.015423,0.0972694,-74.4564,-607.665,1050.22,64,0,64
299,0,0.176054,0.0172594,0.0963233,-77.3415,-658.299,1040.44,64,0,64
300,0,0.175279,0.0184845,0.0958558,-80.109,-709.716,1030.41,64,0,64
301,0,0.174296,0.0208138,0.0960883,-82.6544,-761.826,1020.24,64,0,64
302,0,0.174135,0.0232529,0.0964606,-85.015,-814.481,1009.8,64,0,64
303,0,0.17473,0.0247145,0.0962068,-87.1791,-867.837,999.209,64,0,64
304,0,0.173523,0.0231982,0.0962785,-89.2238,-921.822,988.482,64,0,64
305,0,0.172493,0.0212869,0.0946916,-91.1574,-976.366,977.502,64,0,64
306,0,0.17113,0.0182234,0.0940081,-92.8572,-1031.48,966.392,64,0,64
307,0,0.169241,0.016137,0.0934563,-94.3619,-1087.23,955.117,64,0,64
308,0,0.167604,0.0150534,0.0919614,-95.8567,-1143.26,943.469,64,0,64
309,0,0.166519,0.0155567,0.0917355,-97.1894,-1199.89,931.637,64,0,64
310,0,0.16759,0.0150823,0.0887759,-98.5038,-1256.83,919.29,64,0,64
311,0,0.15155,0.02413,0.0861129,-99.6337,-1313.85,906.784,64,0,64
312,0,0.112321,0.0348413,0.0826905,-100.533,-1370.43,894.242,64,0,64
313,0,0.0543705,0.0528777,0.0819758,-101.003,-1426.46,881.567,64,0,64
314,0,0.000895414,0.0692127,0.0762664,-100.786,-1481.56,868.973,64,0,64
315,0,-0.0432219,0.0811469,0.0732144,-100.139,-1535.62,856.195,64,0,64
316,0,-0.07433,0.0875582,0.0710363,-98.8943,-1588.21,843.244,64,0,64
317,0,-0.0930167,0.0860331,0.0707926,-97.1485,-1639.1,829.855,64,0,64
318,0,-0.105361,0.0820824,0.0720579,-94.9019,-1688.02,815.869,64,0,64
319,0,-0.11044,0.0725955,0.0731311,-92.0747,-1734.7,801.391,64,0,64
320,0,-0.109591,0.0615811,0.0755651,-88.8583,-1779.15,786.512,64,0,64
321,0,-0.101998,0.0538819,0.0765065,-85.1019,-1821.32,771.574,64,0,64
322,0,-0.0930752,0.0444917,0.0776434,-81.064,-1861.13,756.53,64,0,64
323,0,-0.0863743,0.0362425,0.0788581,-76.9864,-1898.79,741.623,64,0,64
324,0,-0.0756586,0.0326306,0.0772803,-72.6415,-1934.08,727.413,64,0,64
325,0,-0.067695,0.0293287,0.0773503,-68.2911,-1967.31,713.766,64,0,64
326,0,-0.059791,0.029684,0.0739107,-63.8051,-1998.45,701.078,64,0,64
