Objects
30
,,Global Angle drone_3:drone_3,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,potX,potY,potZ
,,rad,rad,rad,mm,mm,mm
333,0,0.0836355,-0.0401208,0.0988657,-169.734,2373.76,611.442,64,104,64
334,0,0.0789484,-0.0406384,0.101624,-166.592,2371.62,593.667,64,104,64
335,0,0.0792364,-0.0379323,0.102627,-163.2,2369.58,571.321,64,104,64
336,0,0.0769412,-0.0253173,0.100702,-159.912,2367.48,545.484,64,104,64
337,0,0.0725985,-0.0179334,0.0991496,-156.711,2365.27,516.61,64,104,64
338,0,0.0696524,-0.0109809,0.0990454,-153.688,2362.48,485.642,64,104,64
339,0,0.064102,-0.00655888,0.0988039,-150.807,2359.93,453.34,64,104,64
340,0,0.0670768,0.00289939,0.0980715,-148.066,2357.13,420.014,64,104,64
341,0,0.0677461,0.00780962,0.0998766,-145.585,2354.53,386.205,64,104,64
342,0,0.067819,0.00889253,0.0974163,-142.926,2352.37,352.371,64,104,64
343,0,0.07088,0.0169238,0.0962814,-140.402,2349.49,318.535,64,104,64
344,0,0.0705898,0.0171933,0.0935388,-137.816,2346.04,285.406,64,104,64
345,0,0.0747272,0.0191907,0.093263,-135.123,2343.63,252.146,64,104,64
346,0,0.074213,0.0210793,0.0931385,-132.547,2341.35,219.578,64,104,64
347,0,0.0772263,0.0231309,0.0941186,-129.975,2339.24,187.54,64,104,64
348,0,0.0778801,0.0220344,0.0955505,-127.459,2336.61,156.711,64,104,64
349,0,0.077524,0.0188387,0.0946032,-125.078,2335.95,126.038,64,104,64
350,0,0.0845541,0.0108962,0.0945589,-122.783,2330.75,99.0141,64,104,64
351,0,0.0916214,0.00393166,0.0937475,-120.678,2327.54,72.563,64,104,64
352,0,0.0964644,0.00335269,0.0935559,-118.708,2323.82,48.0174,64,104,64
353,0,0.0917786,-0.00190062,0.0927524,-117.216,2328.43,21.7378,64,104,64
354,0,0.0892016,0.00251438,0.0920534,-116.199,2337.19,-3.82573,64,104,64
355,0,0.0901044,0.00809482,0.0947812,-114.979,2330.46,-20.0664,64,104,64
356,0,0.0941574,0.014898,0.0964613,-113.882,2317.25,-30.4487,64,104,64
357,0,0.103126,0.024803,0.0969763,-113.141,2314.96,-43.0467,64,104,64
358,0,0.107319,0.0289052,0.0960755,-112.481,2311.44,-53.3682,64,104,64
359,0,0.0980108,0.0248253,0.093734,-111.731,2303.05,-58.0202,64,104,64
360,0,0.0974668,0.0471536,0.0905529,-110.694,2302.13,-55.1493,64,104,64
361,0,0.100827,0.0511681,0.0865829,-109.617,2313.07,-58.3401,64,104,64
362,0,0.113647,0.0561266,0.0849957,-107.528,2294.63,-51.0084,64,104,64
363,0,0.127438,0.0603768,0.0843317,-105.386,2287.68,-51.4662,64,104,64
364,0,0.126241,0.0424878,0.0869416,-104.834,2285.44,-52.6565,64,104,64
365,0,0.11885,0.0303085,0.0826699,-104.16,2284.87,-53.6852,64,104,64
366,0,0.123637,0.0419546,0.082744,-103.138,2283.99,-53.1047,64,104,64
367,0,0.129046,0.0339635,0.0833611,-103.397,2283.62,-53.5737,64,104,64
368,0,0.130172,0.0276899,0.0844128,-104.033,2283.52,-54.0833,64,104,64
369,0,0.127583,0.0385021,0.086112,-103.889,2283.56,-54.2059,64,104,64
370,0,0.117833,0.0492282,0.0859204,-103.884,2284.23,-54.506,64,104,64
371,0,0.108648,0.0885861,0.0872516,-103.804,2283.94,-53.9747,64,104,64
372,0,0.112551,0.17296,0.0778409,-103.344,2283.19,-54.5194,64,104,64
373,0,0.102513,0.168619,0.0742883,-103.491,2284.04,-56.139,64,104,64
374,0,0.112241,0.165131,0.0755349,-103.359,2283.67,-55.9343,64,104,64
375,0,0.120117,0.168736,0.076746,-103.446,2283.09,-55.3141,64,104,64
376,0,0.119132,0.162463,0.0755619,-103.476,2283.31,-56.0124,64,104,64
377,0,0.112005,0.162202,0.0744846,-103.626,2283.9,-56.5804,64,104,64
378,0,0.11698,0.160711,0.0761812,-103.628,2283.42,-56.4237,64,104,64
379,0,0.113622,0.158292,0.0759088,-103.646,2283.66,-56.9139,64,104,64
380,0,0.111702,0.155681,0.0767001,-103.646,2283.53,-56.9889,64,104,64
381,0,0.109172,0.152395,0.0762031,-103.641,2283.58,-57.2662,64,104,64
382,0,0.106353,0.149782,0.0775877,-103.679,2283.56,-57.4682,64,104,64
383,0,0.102766,0.145673,0.0779893,-103.771,2283.52,-57.7158,64,104,64
384,0,0.099075,0.141517,0.0784874,-103.808,2283.49,-57.8997,64,104,64
385,0,0.0958926,0.137954,0.0791474,-103.822,2283.49,-58.0833,64,104,64
386,0,0.0956579,0.138684,0.0793739,-103.799,2283.58,-58.1902,64,104,64
387,0,0.092488,0.133276,0.0799841,-103.896,2283.42,-58.3803,64,104,64
388,0,0.0927642,0.134156,0.0795205,-103.893,2283.52,-58.4181,64,104,64
389,0,0.0901497,0.133094,0.0799685,-103.886,2283.47,-58.5425,64,104,64
390,0,0.0912685,0.13354,0.0795805,-103.864,2283.49,-58.4574,64,104,64
391,0,0.090993,0.134196,0.0798699,-103.913,2283.47,-58.4473,64,104,64
392,0,0.0900918,0.133155,0.0796785,-103.931,2283.41,-58.503,64,104,64
393,0,0.0904617,0.132771,0.0794807,-103.888,2283.51,-58.5362,64,104,64
394,0,0.0898033,0.132165,0.0800804,-103.9,2283.44,-58.6129,64,104,64
395,0,0.0891838,0.130897,0.0794382,-103.88,2283.44,-58.636,64,104,64
396,0,0.090254,0.132452,0.079926,-103.906,2283.5,-58.5522,64,104,64
397,0,0.0891272,0.131811,0.0799108,-103.879,2283.44,-58.5402,64,104,64
398,0,0.0901934,0.132519,0.0796127,-103.901,2283.48,-58.5255,64,104,64
399,0,0.0889537,0.132186,0.0796308,-103.866,2283.46,-58.5608,64,104,64
400,0,0.0899558,0.134926,0.0800238,-103.876,2283.47,-58.4455,64,104,64
401,0,0.089925,0.129271,0.0795301,-103.929,2283.44,-58.596,64,104,64
402,0,0.0895359,0.131321,0.0793096,-103.93,2283.4,-58.5444,64,104,64
403,0,0.088947,0.133415,0.0812643,-103.92,2283.38,-58.5874,64,104,64
404,0,0.0882048,0.132719,0.0816416,-103.971,2283.34,-58.5965,64,104,64
405,0,0.0896339,0.129243,0.0799694,-103.982,2283.42,-58.6156,64,104,64
406,0,0.0904339,0.128182,0.0789229,-103.935,2283.55,-58.6992,64,104,64
407,0,0.0902016,0.130395,0.079403,-103.889,2283.4,-58.5088,64,104,64
408,0,0.0883837,0.129868,0.0809544,-103.868,2283.48,-58.6744,64,104,64
409,0,0.0892826,0.132739,0.0808534,-103.932,2283.36,-58.5547,64,104,64
410,0,0.0889603,0.132695,0.0806686,-103.969,2283.41,-58.5436,64,104,64
411,0,0.0901571,0.132124,0.0797797,-103.982,2283.43,-58.5694,64,104,64
412,0,0.0898429,0.132471,0.0796027,-103.941,2283.46,-58.586,64,104,64
413,0,0.0876933,0.131524,0.0801322,-103.96,2283.37,-58.6454,64,104,64
414,0,0.0893902,0.132167,0.0800527,-103.954,2283.44,-58.528,64,104,64
415,0,0.0900506,0.132852,0.0798589,-103.908,2283.51,-58.5474,64,104,64
