Objects
30
,,Global Angle drone_3:drone_3,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,potX,potY,potZ
53,0,0.066307,0.0339819,0.0730532,-165.59,1078.0,-45.4316,64,24,64
54,0,0.0666489,0.0336443,0.0738438,-165.542,1077.96,-45.4635,64,24,64
55,0,0.0664265,0.0332801,0.0737821,-165.631,1078.03,-45.4225,64,24,64
56,0,0.0662664,0.0332701,0.0736761,-165.622,1078.03,-45.4258,64,24,64
57,0,0.0663068,0.032895,0.0737241,-165.595,1078.01,-45.4338,64,24,64
58,0,0.0666274,0.0333665,0.0738828,-165.531,1077.95,-45.4871,64,24,64
59,0,0.0663486,0.0327901,0.0737141,-165.611,1078.02,-45.4149,64,24,64
60,0,0.0666405,0.0336595,0.0737388,-165.553,1077.96,-45.4609,64,24,64
61,0,0.0665549,0.0339272,0.0736733,-165.629,1078.03,-45.4,64,24,64
62,0,0.0664552,0.0332439,0.0737592,-165.606,1078.03,-45.4346,64,24,64
63,0,0.066434,0.0334916,0.073465,-165.589,1078.0,-45.4358,64,24,64
64,0,0.0664184,0.0335713,0.073621,-165.591,1077.98,-45.446,64,24,64
65,0,0.0660858,0.0334942,0.0735664,-165.666,1078.07,-45.3637,64,24,64
66,0,0.0665523,0.0336442,0.0736456,-165.556,1077.96,-45.4619,64,24,64
67,0,0.0662134,0.0332257,0.073459,-165.531,1077.95,-45.4744,64,24,64
68,0,0.0664625,0.0330924,0.0738134,-165.631,1078.02,-45.4212,64,24,64
69,0,0.0661927,0.0330007,0.0736798,-165.492,1077.92,-45.5019,64,24,64
70,0,0.0667199,0.0331186,0.0738867,-165.543,1077.93,-45.4695,64,24,64
71,0,0.0671525,0.0335348,0.0738474,-165.628,1078.01,-45.4009,64,24,64
72,0,0.066516,0.0331422,0.073732,-165.719,1078.09,-45.3419,64,24,64
73,0,0.0666111,0.0335483,0.0739813,-165.602,1077.98,-45.422,64,24,64
74,0,0.0662367,0.0336425,0.0736003,-165.634,1078.02,-45.4187,64,24,64
75,0,0.0662913,0.0331245,0.07403,-165.581,1077.97,-45.4398,64,24,64
76,0,0.0664285,0.0332658,0.073469,-165.712,1078.1,-45.3434,64,24,64
77,0,0.0665565,0.0331645,0.0736251,-165.667,1078.04,-45.3636,64,24,64
78,0,0.0665498,0.0325906,0.0739359,-165.53,1077.94,-45.4868,64,24,64
79,0,0.0665847,0.0329951,0.0737261,-165.551,1077.97,-45.4587,64,24,64
80,0,0.0666132,0.0330944,0.0738816,-165.634,1078.02,-45.4086,64,24,64
81,0,0.0665076,0.0331201,0.0739888,-165.609,1078.01,-45.4232,64,24,64
82,0,0.058373,0.0144569,0.0867592,-224.704,1169.03,-35.6133,64,24,64
83,0,0.0587113,0.0170263,0.0861709,-224.716,1169.01,-35.5462,64,24,64
84,0,0.0588393,0.0159338,0.0867641,-224.752,1168.98,-35.5234,64,24,64
85,0,0.0575367,0.0152933,0.0860577,-224.687,1168.98,-35.6413,64,24,64
86,0,0.0586109,0.0161248,0.0865647,-224.709,1169.06,-35.5739,64,24,64
87,0,0.0578637,0.0167509,0.0862612,-224.711,1169.09,-35.5437,64,24,64
88,0,0.06663,0.0333919,0.0738504,-165.543,1077.95,-45.4633,64,24,64
89,0,0.0666007,0.0337028,0.073576,-165.599,1077.98,-45.4406,64,24,64
90,0,0.0664479,0.0332198,0.0737672,-165.64,1078.01,-45.423,64,24,64
91,0,0.0665223,0.0333288,0.0735756,-165.526,1077.95,-45.4811,64,24,64
92,0,0.0665106,0.0330254,0.0738266,-165.572,1077.98,-45.4565,64,24,64
93,0,0.0662609,0.0337499,0.0733829,-165.587,1078.03,-45.4317,64,24,64
94,0,0.0664808,0.0328669,0.0737608,-165.551,1077.96,-45.445,64,24,64
95,0,0.06657,0.0330108,0.0738776,-165.613,1078.0,-45.4151,64,24,64
96,0,0.0662503,0.0330109,0.0735731,-165.578,1077.99,-45.449,64,24,64
97,0,0.0663835,0.0334252,0.0736667,-165.518,1077.95,-45.4981,64,24,64
98,0,0.0663593,0.0329546,0.0736639,-165.579,1077.99,-45.4589,64,24,64
99,0,0.0665811,0.0330395,0.0737362,-165.52,1077.95,-45.4772,64,24,64
100,0,0.066144,0.0334751,0.0733204,-165.59,1078.0,-45.4471,64,24,64
101,0,0.0661988,0.0328611,0.0735889,-165.566,1077.98,-45.4453,64,24,64
102,0,0.0664268,0.0335602,0.0734481,-165.51,1077.95,-45.4866,64,24,64
103,0,0.0663179,0.0333867,0.0736457,-165.544,1077.95,-45.4761,64,24,64
104,0,0.0668108,0.0333106,0.0739931,-165.598,1078.02,-45.4202,64,24,64
105,0,0.066444,0.0329025,0.0738455,-165.625,1078.03,-45.4099,64,24,64
106,0,0.0667146,0.0334117,0.0737821,-165.566,1078.0,-45.4372,64,24,64
107,0,0.066208,0.0338013,0.0733436,-165.634,1078.04,-45.4003,64,24,64
108,0,0.0664435,0.0331199,0.0739754,-165.633,1078.04,-45.4013,64,24,64
109,0,0.0661578,0.0329121,0.0734855,-165.498,1077.93,-45.5105,64,24,64
110,0,0.0667786,0.0335276,0.0737302,-165.49,1077.91,-45.5195,64,24,64
111,0,0.0669343,0.0333689,0.0739702,-165.577,1077.97,-45.4358,64,24,64
112,0,0.0682855,0.0329714,0.072557,-165.665,1078.01,-45.3955,64,24,64
113,0,0.0594002,0.0328893,0.0782529,-165.408,1078.19,-45.345,64,24,64
114,0,0.0702727,0.0343806,0.0777366,-165.503,1077.57,-45.2613,64,24,64
115,0,0.0626255,0.0339577,0.0682153,-165.745,1077.83,-45.4062,64,24,64
116,0,0.0773297,0.0302318,0.0670854,-165.572,1076.94,-45.4842,64,24,64
117,0,0.0662965,0.0328867,0.0637129,-165.591,1077.56,-45.3921,64,24,64
118,0,0.0698121,0.0336921,0.0648972,-165.444,1077.15,-45.3626,64,24,64
119,0,0.06563,0.0333428,0.0646879,-165.633,1077.33,-45.3929,64,24,64
120,0,0.0675615,0.0333466,0.0638103,-165.746,1077.37,-45.3656,64,24,64
121,0,0.0678355,0.0338618,0.0628448,-165.749,1077.41,-45.3038,64,24,64
122,0,0.0667851,0.0337813,0.0634209,-165.923,1077.55,-45.1959,64,24,64
123,0,0.0675848,0.0365102,0.0628313,-166.189,1077.77,-44.9127,64,24,64
124,0,0.0667734,0.0389313,0.0619517,-166.481,1078.01,-44.6797,64,24,64
125,0,0.0672409,0.0417622,0.0607129,-166.67,1078.19,-44.5027,64,24,64
126,0,0.0668991,0.0436464,0.059701,-166.86,1078.37,-44.3203,64,24,64
127,0,0.0675462,0.046892,0.05919,-166.999,1078.5,-44.0883,64,24,64
128,0,0.0669196,0.0486879,0.0583044,-167.086,1078.59,-43.9751,64,24,64
129,0,0.0676293,0.0508849,0.0580899,-167.092,1078.59,-43.9204,64,24,64
130,0,0.496402,3.14722,-0.265326,-166.525,1078.43,-44.4627,64,24,64
131,0,0.495487,3.1455,-0.265104,-166.526,1078.33,-44.4872,64,24,64
132,0,0.495886,3.14711,-0.2643,-166.673,1078.51,-44.3697,64,24,64
133,0,0.494438,3.14627,-0.264705,-166.767,1078.49,-44.2947,64,24,64
134,0,0.49546,3.14687,-0.263964,-166.783,1078.54,-44.25,64,24,64
135,0,0.496309,3.14652,-0.264405,-166.917,1078.73,-44.1325,64,24,64
136,0,0.495476,3.14757,-0.264564,-167.114,1078.81,-43.982,64,24,64
137,0,0.496261,3.1487,-0.263066,-167.447,1079.14,-43.7304,64,24,64
138,0,0.495042,3.14974,-0.263202,-167.806,1079.39,-43.4119,64,24,64
139,0,0.495423,3.1514,-0.261397,-167.965,1079.59,-43.2235,64,24,64
140,0,0.495746,3.15315,-0.261326,-168.167,1079.79,-43.0054,64,24,64
141,0,0.495899,3.15411,-0.259931,-168.308,1079.87,-42.8091,64,24,64
142,0,0.495709,3.15604,-0.259104,-168.329,1079.99,-42.7387,64,24,64
143,0,0.494947,3.15614,-0.25818,-168.356,1080.0,-42.6614,64,24,64
144,0,0.494581,3.157,-0.256838,-168.38,1080.09,-42.6005,64,24,64
145,0,0.494462,3.15723,-0.256472,-168.397,1080.07,-42.5581,64,24,64
146,0,0.494334,3.15858,-0.255969,-168.373,1080.02,-42.5337,64,24,64
147,0,0.494077,3.158,-0.255371,-168.362,1080.03,-42.4982,64,24,64
148,0,0.494402,3.15958,-0.255558,-168.322,1080.04,-42.4816,64,24,64
149,0,0.49489,3.15952,-0.25234,-168.232,1079.88,-42.4098,64,24,64
150,0,0.500024,3.168,-0.247183,-167.514,1079.57,-40.9625,64,24,64
151,0,0.495683,3.17409,-0.231784,-166.952,1079.09,-35.2995,64,24,64
152,0,0.49449,3.18006,-0.221906,-165.985,1078.5,-24.0652,64,24,64
153,0,0.498749,3.18171,-0.21724,-164.986,1078.22,-6.75262,64,24,64
154,0,0.503365,3.18827,-0.216663,-163.795,1077.7,16.2116,64,24,64
155,0,0.511957,3.19039,-0.224642,-161.846,1077.18,44.896,64,24,64
156,0,0.512287,3.19943,-0.2284,-159.583,1076.1,78.6987,64,24,64
157,0,0.516391,3.2001,-0.238275,-156.38,1074.66,117.239,64,24,64
158,0,0.519505,3.20308,-0.252896,-152.535,1073.18,160.458,64,24,64
159,0,0.527277,3.20285,-0.263269,-147.779,1071.73,207.916,64,24,64
160,0,0.0809497,0.0938909,0.04338,-143.635,1070.54,259.903,64,24,64
161,0,0.0714429,0.0938168,0.0427821,-137.116,1068.96,315.281,64,24,64
162,0,0.0579461,0.095941,0.0422119,-129.472,1067.72,374.727,64,24,64
163,0,0.0426988,0.0992069,0.0430866,-120.52,1066.51,437.966,64,24,64
164,0,0.0279858,0.10373,0.0415738,-111.11,1066.7,505.135,64,24,64
165,0,0.00411985,0.106518,0.0367694,-94.6915,1062.53,571.815,64,24,64
166,0,-0.00212545,0.106996,0.0386178,-82.8748,1063.65,644.035,64,24,64
167,0,-0.000550782,0.101072,0.0394354,-70.1696,1065.31,716.168,64,24,64
168,0,0.00712299,0.090455,0.0419964,-56.8645,1067.46,786.19,64,24,64
169,0,0.0273583,0.0909845,0.0458605,-98.1757,1156.65,869.745,64,24,64
170,0,0.0469069,0.0753831,0.0482417,-83.7808,1158.67,931.987,64,24,64
171,0,0.0701662,0.0579153,0.0519444,-69.0102,1160.49,988.933,64,24,64
172,0,0.0966504,0.0391884,0.0574447,-54.167,1162.0,1039.86,64,24,64
173,0,0.126402,0.0226154,0.0621332,-38.4573,1163.37,1085.13,64,24,64
174,0,0.156827,0.00928137,0.0652006,-22.2168,1164.38,1124.9,64,24,64
175,0,0.182773,0.000283867,0.0683669,-5.94827,1164.82,1159.51,64,24,64
176,0,0.199767,-0.00354806,0.0757005,10.2391,1164.52,1189.63,64,24,64
177,0,0.214863,-0.00402767,0.07524,26.7981,1163.51,1216.25,64,24,64
178,0,0.221645,-0.000830677,0.0785888,43.06,1161.38,1239.57,64,24,64
179,0,0.226978,0.00245168,0.0762748,59.4894,1158.15,1260.26,64,24,64
180,0,0.226869,0.0045281,0.0775995,75.7536,1153.64,1278.4,64,24,64
181,0,0.223942,0.00562053,0.0784899,91.7254,1147.84,1294.44,64,24,64
182,0,0.217946,0.00475239,0.0778198,107.518,1140.67,1308.72,64,24,64
183,0,0.210165,0.00173375,0.078393,122.974,1132.13,1321.4,64,24,64
184,0,0.201717,0.000521142,0.0769315,138.477,1122.39,1333.13,64,24,64
185,0,0.190888,-0.00113383,0.075667,153.788,1111.47,1344.01,64,24,64
186,0,0.178953,-0.00257593,0.0758252,168.567,1099.31,1354.23,64,24,64
187,0,0.166475,-0.00589927,0.07622,183.145,1086.18,1364.11,64,24,64
188,0,0.151732,-0.00990264,0.0756709,197.345,1072.06,1373.91,64,24,64
189,0,0.139994,-0.0173542,0.0734897,211.192,1057.29,1383.66,64,24,64
190,0,0.12709,-0.0219067,0.0719462,224.39,1041.7,1393.5,64,24,64
191,0,0.114007,-0.0264323,0.0722062,236.82,1025.55,1403.18,64,24,64
192,0,0.10242,-0.0326383,0.0710154,249.049,1009.2,1413.04,64,24,64
193,0,0.0900858,-0.0377422,0.0704086,260.467,992.459,1422.85,64,24,64
194,0,0.0806223,-0.0403771,0.0696368,271.068,975.639,1432.47,64,24,64
195,0,0.0714102,-0.0444595,0.0693092,281.036,958.641,1441.96,64,24,64
196,0,0.0621521,-0.0489923,0.070957,290.214,941.845,1451.15,64,24,64
197,0,0.054982,-0.054301,0.0701013,298.635,925.277,1460.24,64,24,64
198,0,0.0466493,-0.0589693,0.0713745,306.016,908.743,1468.84,64,24,64
199,0,0.0410297,-0.0631714,0.0698421,312.801,892.739,1477.27,64,24,64
200,0,0.0348979,-0.0668,0.0704098,318.423,876.937,1485.22,64,24,64
201,0,0.0292779,-0.0711602,0.0709095,323.234,861.621,1492.85,64,24,64
202,0,0.0238097,-0.0745353,0.0706952,326.947,846.83,1500.16,64,24,64
203,0,0.018201,-0.0777351,0.0702632,329.786,832.553,1507.12,64,24,64
204,0,0.0132798,-0.0801575,0.0687298,331.666,818.991,1513.8,64,24,64
205,0,0.0082537,-0.0822207,0.0675244,332.331,805.996,1520.09,64,24,64
206,0,0.00324427,-0.0859304,0.0677536,332.02,793.724,1526.01,64,24,64
207,0,-0.000438822,-0.0877369,0.0670628,330.532,782.051,1531.45,64,24,64
208,0,-0.00346031,-0.0875697,0.0670392,327.977,771.16,1536.53,64,24,64
209,0,-0.00689258,-0.0848144,0.0655234,324.488,761.2,1541.37,64,24,64
210,0,-0.0111321,-0.0846916,0.0652904,319.852,751.823,1545.53,64,24,64
211,0,-0.0120512,-0.0798787,0.0636325,314.273,743.421,1549.23,64,24,64
212,0,-0.0144711,-0.0768675,0.0625886,307.81,735.818,1552.38,64,24,64
213,0,-0.0162716,-0.0718709,0.0613564,300.406,729.081,1554.92,64,24,64
214,0,-0.0177688,-0.065097,0.0601311,292.115,723.111,1556.95,64,24,64
215,0,-0.0175753,-0.0601571,0.0590699,283.182,718.11,1558.42,64,24,64
216,0,-0.0171752,-0.0522693,0.0578806,273.439,713.862,1559.43,64,24,64
217,0,-0.0152224,-0.0421425,0.0559794,263.221,710.611,1560.01,64,24,64
218,0,-0.013722,-0.0347568,0.0551838,252.399,708.169,1560.13,64,24,64
219,0,-0.0118002,-0.0268455,0.0545832,241.063,706.419,1559.72,64,24,64
220,0,-0.00828628,-0.016871,0.0536627,229.536,705.711,1558.96,64,24,64
221,0,-0.00512747,-0.00711267,0.0536514,217.638,705.572,1557.71,64,24,64
222,0,9.9689e-05,0.00313125,0.0527565,205.619,706.309,1556.07,64,24,64
223,0,0.00477695,0.0126305,0.0527422,193.547,707.648,1554.07,64,24,64
224,0,0.0110787,0.0210821,0.0524346,181.429,709.602,1551.59,64,24,64
225,0,0.0168672,0.0280396,0.0526529,169.424,712.096,1548.67,64,24,64
226,0,0.0255127,0.0340284,0.0530893,157.675,715.145,1545.43,64,24,64
227,0,0.0401922,0.0400694,0.0541585,145.93,718.242,1541.72,64,24,64
228,0,0.0612678,0.0383688,0.0552424,134.61,721.541,1537.42,64,24,64
229,0,0.0858199,0.035835,0.0573681,123.56,724.774,1532.68,64,24,64
230,0,0.107742,0.0345996,0.0588207,112.608,727.784,1527.46,64,24,64
231,0,0.121939,0.0333675,0.0617056,102.053,730.677,1521.8,64,24,64
232,0,0.13068,0.0300604,0.0625578,91.8154,733.106,1515.68,64,24,64
233,0,0.135487,0.0301734,0.0628032,82.004,735.231,1509.29,64,24,64
234,0,0.137152,0.0297819,0.064242,72.314,736.508,1502.25,64,24,64
235,0,0.138632,0.0297369,0.0645123,63.0408,737.24,1494.95,64,24,64
236,0,0.13877,0.0311878,0.0652712,53.9926,737.239,1487.24,64,24,64
237,0,0.138917,0.0338208,0.0652001,45.0834,736.527,1479.2,64,24,64
238,0,0.138822,0.0330705,0.0651854,36.6809,735.106,1470.93,64,24,64
239,0,0.140249,0.0331093,0.0658836,28.5074,733.014,1462.46,64,24,64
240,0,0.14159,0.0338306,0.0678138,20.4852,730.043,1453.74,64,24,64
241,0,0.14396,0.0335651,0.0678605,12.9438,726.423,1444.86,64,24,64
242,0,0.145209,0.034554,0.0685456,5.5097,721.984,1435.74,64,24,64
243,0,0.145969,0.0341829,0.0683502,-1.64468,716.787,1426.42,64,24,64
244,0,0.147102,0.0332642,0.0686752,-8.44803,710.814,1416.9,64,24,64
245,0,0.146843,0.0324381,0.0693452,-14.9446,704.118,1407.2,64,24,64
246,0,0.146825,0.0329565,0.0689652,-21.1076,696.774,1397.47,64,24,64
247,0,0.147349,0.0330641,0.0687296,-27.113,688.582,1387.42,64,24,64
248,0,0.146741,0.03115,0.0706411,-32.9345,679.565,1377.14,64,24,64
249,0,0.14955,0.0317505,0.0697886,-38.3786,669.854,1366.73,64,24,64
250,0,0.150013,0.0299102,0.0715097,-43.7517,659.212,1355.97,64,24,64
251,0,0.151508,0.0297647,0.07129,-48.7043,647.933,1345.17,64,24,64
252,0,0.152514,0.0292875,0.071221,-53.541,635.797,1334.22,64,24,64
253,0,0.152748,0.0290169,0.0721471,-58.2117,622.882,1323.18,64,24,64
254,0,0.152718,0.0288634,0.0726165,-62.6256,609.072,1312.14,64,24,64
255,0,0.153072,0.0304622,0.0732052,-66.7178,594.598,1301.17,64,24,64
256,0,0.15246,0.0303266,0.0731131,-70.7297,579.318,1290.3,64,24,64
257,0,0.151358,0.0309266,0.0733573,-74.4593,563.217,1279.54,64,24,64
258,0,0.149587,0.0307911,0.0739908,-78.0705,546.282,1268.85,64,24,64
259,0,0.149163,0.031143,0.073602,-81.4972,528.701,1258.38,64,24,64
260,0,0.147809,0.0309603,0.0741237,-84.6718,510.274,1247.97,64,24,64
261,0,0.147642,0.0282504,0.0748697,-87.6625,491.146,1237.56,64,24,64
262,0,0.149048,0.0289361,0.0749412,-90.5429,471.27,1227.13,64,24,64
263,0,0.149328,0.0284806,0.0757726,-93.1138,450.726,1216.56,64,24,64
264,0,0.149285,0.0280811,0.0757878,-95.565,429.459,1205.94,64,24,64
265,0,0.148393,0.0294014,0.0767057,-97.8378,407.577,1195.4,64,24,64
266,0,0.148135,0.027794,0.0767096,-99.9271,384.874,1184.82,64,24,64
267,0,0.148893,0.0304456,0.0769923,-101.864,361.565,1174.42,64,24,64
268,0,0.149018,0.0291756,0.0777488,-103.609,337.47,1164.07,64,24,64
269,0,0.149128,0.029815,0.078922,-105.273,312.778,1153.89,64,24,64
270,0,0.148711,0.0289812,0.0799644,-106.718,287.383,1143.82,64,24,64
271,0,0.147335,0.0296698,0.0806512,-108.05,261.338,1133.91,64,24,64
272,0,0.146066,0.0292156,0.0813422,-109.081,234.793,1124.17,64,24,64
273,0,0.144656,0.029228,0.081575,-110.147,207.437,1114.4,64,24,64
274,0,0.143255,0.0274272,0.0828522,-110.959,179.594,1104.74,64,24,64
275,0,0.142738,0.0265653,0.0834637,-111.676,151.167,1095.16,64,24,64
276,0,0.141463,0.0254254,0.0837932,-112.283,122.131,1085.64,64,24,64
277,0,0.140389,0.0251434,0.084723,-112.773,92.5602,1076.2,64,24,64
278,0,0.140398,0.0246454,0.0844967,-113.132,62.4742,1066.76,64,24,64
279,0,0.140318,0.0237466,0.0850544,-113.402,31.8491,1057.35,64,24,64
280,0,0.138936,0.0233832,0.0851687,-113.572,0.723934,1048.01,64,24,64
281,0,0.137932,0.0224091,0.0852113,-113.696,-30.8412,1038.75,64,24,64
282,0,0.135942,0.0225554,0.0854444,-113.775,-62.8359,1029.53,64,24,64
283,0,0.133796,0.0227182,0.0846119,-113.721,-95.3658,1020.39,64,24,64
284,0,0.132608,0.0230243,0.0844893,-113.577,-128.112,1011.25,64,24,64
285,0,0.132524,0.0239399,0.0848678,-113.391,-161.439,1002.07,64,24,64
286,0,0.132688,0.0236061,0.0850897,-113.16,-195.117,992.811,64,24,64
287,0,0.129666,0.0234196,0.0851357,-112.769,-229.047,983.593,64,24,64
288,0,0.114435,0.0292383,0.0835095,-112.194,-262.935,974.504,64,24,64
289,0,0.086095,0.0377325,0.0813473,-111.388,-296.611,965.669,64,24,64
290,0,0.0535358,0.0498903,0.0777889,-110.255,-329.969,957.063,64,24,64
291,0,0.0232323,0.0604534,0.0743442,-108.804,-362.972,948.677,64,24,64
292,0,-0.000148115,0.0671218,0.0721985,-107.046,-395.392,940.432,64,24,64
293,0,-0.0138366,0.0720543,0.0711605,-104.813,-426.907,932.455,64,24,64
294,0,-0.0213037,0.0719868,0.0708152,-102.233,-457.527,924.657,64,24,64
295,0,-0.0217882,0.0714162,0.0709662,-99.1291,-486.914,917.186,64,24,64
296,0,-0.0202581,0.0694354,0.0715629,-95.5202,-515.133,909.922,64,24,64
297,0,-0.0177823,0.0673332,0.0715915,-91.4346,-542.155,902.908,64,24,64
298,0,-0.0146609,0.0645364,0.0720281,-86.8684,-567.749,896.175,64,24,64
299,0,-0.0135853,0.0629582,0.0717511,-81.865,-592.308,889.707,64,24,64
300,0,-0.012238,0.0617766,0.070877,-76.4389,-615.484,883.478,64,24,64
301,0,-0.0127147,0.0605252,0.0706443,-70.5419,-637.673,877.608,64,24,64
302,0,-0.0124295,0.0591098,0.069145,-64.3384,-658.563,871.976,64,24,64
303,0,-0.0112834,0.0589749,0.0673208,-57.74,-678.436,866.684,64,24,64
304,0,-0.00903969,0.0563103,0.0660133,-50.8655,-697.075,861.638,64,24,64
305,0,-0.00771506,0.0556116,0.0650849,-43.6216,-714.708,856.938,64,24,64
306,0,-0.00596762,0.0528466,0.0635484,-36.0978,-731.319,852.503,64,24,64
307,0,-0.00476324,0.051961,0.0634722,-28.3204,-746.944,848.31,64,24,64
308,0,-0.00220348,0.0477967,0.0631772,-20.2745,-761.415,844.3,64,24,64
309,0,0.00116829,0.0453577,0.0628665,-12.1099,-775.038,840.609,64,24,64
310,0,0.00401995,0.0431797,0.0626002,-3.66542,-787.639,837.309,64,24,64
311,0,0.00517404,0.0402041,0.0617106,4.88307,-799.484,834.524,64,24,64
312,0,0.00624703,0.0362138,0.0614062,13.523,-810.179,832.062,64,24,64
313,0,0.00742946,0.0334592,0.0604534,22.3319,-820.176,830.132,64,24,64
314,0,0.00842801,0.0288799,0.0593694,31.1039,-829.281,828.504,64,24,64
315,0,0.0102626,0.0257813,0.0597102,39.9684,-837.571,827.217,64,24,64
316,0,0.0118281,0.0212189,0.0599023,48.7935,-845.175,826.243,64,24,64
317,0,0.0141374,0.0161724,0.0591248,57.5803,-851.976,825.517,64,24,64
318,0,0.0165902,0.0131422,0.0583639,66.3435,-858.263,825.041,64,24,64
319,0,0.0182497,0.00704623,0.0583995,74.8478,-863.413,824.561,64,24,64
320,0,0.0204273,0.00538215,0.0578295,83.4561,-868.366,824.347,64,24,64
321,0,0.0217477,0.00219759,0.0581452,91.7615,-872.525,824.221,64,24,64
322,0,0.0232082,-0.00115042,0.057635,99.8858,-876.02,824.111,64,24,64
323,0,0.0239486,-0.00282492,0.0578,107.821,-879.16,824.105,64,24,64
324,0,0.0259197,-0.00555404,0.0572421,115.536,-881.6,824.102,64,24,64
325,0,0.0270547,-0.00878162,0.0557727,122.881,-883.547,824.172,64,24,64
