potX,potY,potZ,potRot,duration
84,64,64,64,20
78,74,64,64,20
70,78,64,64,20
64,84,64,64,20
58,78,64,64,20
50,74,64,64,20
44,64,64,64,20
58,50,64,64,20
64,44,64,64,20
50,54,64,64,20
70,50,64,64,20
78,54,64,64,20
84,64,64,64,20
78,74,64,64,20
70,78,64,64,20
64,84,64,64,20
