potX,potY,potZ,potRot,duration
64,64,64,80,10
66,64,72,80,10
68,64,80,80,10
70,64,88,80,10
72,64,96,80,10
74,64,104,80,5
76,64,112,80,5
78,64,120,80,5
80,64,128,80,5
78,64,120,80,5
76,64,112,80,5
74,64,104,80,5
72,64,96,80,10
70,64,88,80,10
68,64,80,80,10
66,64,72,80,10
64,64,64,80,10
62,64,56,80,10
60,64,48,80,10
62,64,56,80,10
64,64,64,80,10
