TX,TY,TZ,rot
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-1600,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
-950,-1600,1200,0
