,timestamp,potZ,potRot,potY,potX,potCam
176,1.8076093196868896,64,64,64,96,64
177,1.8156898021697998,64,64,64,96,64
178,1.8236958980560303,64,64,64,96,64
179,1.8406240940093994,64,64,64,96,64
180,1.8486239910125732,64,64,64,96,64
181,1.856698751449585,64,64,64,96,64
182,1.8646302223205566,64,64,64,32,64
183,1.8816237449645996,64,64,64,32,64
184,1.889629602432251,64,64,64,32,64
185,1.8978159427642822,64,64,64,32,64
186,1.9058475494384766,64,64,64,32,64
187,1.9219400882720947,64,64,64,32,64
188,1.9310753345489502,64,64,64,32,64
189,1.9381213188171387,64,64,64,32,64
190,1.9470806121826172,64,64,64,32,64
191,1.9632010459899902,64,64,64,32,64
192,1.9713406562805176,64,64,64,32,64
193,1.979372262954712,64,64,64,32,64
194,1.9874300956726074,64,64,64,32,64
195,2.004542589187622,64,64,64,32,64
196,2.0130863189697266,64,64,64,32,64
197,2.0200912952423096,64,64,64,32,64
198,2.029092788696289,64,64,64,32,64
199,2.0451407432556152,64,64,64,32,64
200,2.0531399250030518,64,64,64,32,64
201,2.0611331462860107,64,64,64,32,64
202,2.0691592693328857,64,64,64,32,64
203,2.0861594676971436,64,64,64,32,64
204,2.0941197872161865,64,64,64,32,64
205,2.1022095680236816,64,64,64,32,64
206,2.111145257949829,64,64,64,32,64
207,2.1272735595703125,64,64,64,32,64
208,2.135314702987671,64,64,64,32,64
209,2.143279552459717,64,64,64,32,64
210,2.1513450145721436,64,64,64,32,64
211,2.1682724952697754,64,64,64,32,64
212,2.1762800216674805,64,64,64,32,64
213,2.184340238571167,64,64,64,32,64
214,2.1922788619995117,64,64,64,32,64
215,2.209322214126587,64,64,64,32,64
216,2.2165911197662354,64,64,64,32,64
217,2.224702835083008,64,64,64,32,64
218,2.233708620071411,64,64,64,32,64
219,2.2498297691345215,64,64,64,32,64
220,2.257791042327881,64,64,64,32,64
221,2.265796661376953,64,64,64,32,64
222,2.2747585773468018,64,64,64,32,64
223,2.290614366531372,64,64,64,32,64
224,2.299612045288086,64,64,64,32,64
225,2.3076109886169434,64,64,64,32,64
226,2.3152408599853516,64,64,64,32,64
227,2.3313493728637695,64,64,64,32,64
228,2.3403444290161133,64,64,64,32,64
229,2.348343849182129,64,64,64,32,64
230,2.3564765453338623,64,64,64,32,64
231,2.3726322650909424,64,64,64,32,64
232,2.380634307861328,64,64,64,32,64
233,2.3887557983398438,64,64,64,32,64
234,2.396780490875244,64,64,64,32,64
235,2.413490056991577,64,64,64,32,64
236,2.421537399291992,64,64,64,32,64
237,2.4304940700531006,64,64,64,32,64
238,2.446521282196045,64,64,64,32,64
239,2.454500436782837,64,64,64,32,64
240,2.4625649452209473,64,64,64,32,64
241,2.47049617767334,64,64,64,32,64
242,2.4877126216888428,64,64,64,32,64
243,2.495760917663574,64,64,64,32,64
244,2.503823757171631,64,64,64,32,64
245,2.512284755706787,64,64,64,32,64
246,2.5283145904541016,64,64,64,32,64
247,2.5364763736724854,64,64,64,32,64
248,2.544553518295288,64,64,64,32,64
249,2.5525262355804443,64,64,64,32,64
250,2.5695202350616455,64,64,64,32,64
251,2.5776443481445312,64,64,64,32,64
252,2.5856268405914307,64,64,64,32,64
253,2.5936391353607178,64,64,64,32,64
254,2.6098897457122803,64,64,64,32,64
255,2.618450403213501,64,64,64,32,64
256,2.6274056434631348,64,64,64,32,64
257,2.6434133052825928,64,64,64,32,64
258,2.6514334678649902,64,64,64,32,64
259,2.65940523147583,64,64,64,32,64
260,2.6675808429718018,64,64,64,32,64
261,2.684582471847534,64,64,64,32,64
262,2.6925783157348633,64,64,64,32,64
263,2.7006711959838867,64,64,64,32,64
264,2.708627223968506,64,64,64,32,64
265,2.7248852252960205,64,64,64,32,64
266,2.732928514480591,64,64,64,32,64
267,2.7409472465515137,64,64,64,32,64
268,2.7498788833618164,64,64,64,32,64
269,2.7658865451812744,64,64,64,32,64
270,2.7739310264587402,64,64,64,32,64
271,2.7819631099700928,64,64,64,32,64
272,2.7906441688537598,64,64,64,32,64
273,2.80704927444458,64,64,64,32,64
274,2.8155267238616943,64,64,64,32,64
275,2.8235323429107666,64,64,64,32,64
276,2.8315773010253906,64,64,64,32,64
277,2.8477065563201904,64,64,64,32,64
278,2.855733871459961,64,64,64,32,64
279,2.8646628856658936,64,64,64,32,64
280,2.8726632595062256,64,64,64,32,64
281,2.88887882232666,64,64,64,32,64
282,2.8969271183013916,64,64,64,32,64
283,2.904968023300171,64,64,64,32,64
284,2.913555383682251,64,64,64,32,64
285,2.9295735359191895,64,64,64,32,64
286,2.9378089904785156,64,64,64,32,64
287,2.9457972049713135,64,64,64,32,64
288,2.9538278579711914,64,64,64,32,64
289,2.9710001945495605,64,64,64,32,64
290,2.97904109954834,64,64,64,32,64
291,2.9871654510498047,64,64,64,32,64
292,3.0033793449401855,64,64,64,32,64
293,3.0113332271575928,64,64,64,32,64
294,3.0203680992126465,64,64,64,32,64
295,3.0284581184387207,64,64,64,32,64
296,3.0445830821990967,64,64,64,32,64
297,3.0526046752929688,64,64,64,32,64
298,3.0605947971343994,64,64,64,32,64
299,3.068593740463257,64,64,64,32,64
300,3.0855746269226074,64,64,64,32,64
301,3.0935559272766113,64,64,64,32,64
302,3.1016907691955566,64,64,64,32,64
303,3.1106162071228027,64,64,64,32,64
304,3.126803159713745,64,64,64,32,64
305,3.1349129676818848,64,64,64,32,64
306,3.142913818359375,64,64,64,32,64
307,3.1509716510772705,64,64,64,32,64
308,3.1671907901763916,64,64,64,32,64
309,3.175215244293213,64,64,64,32,64
310,3.1842129230499268,64,64,64,32,64
311,3.192281484603882,64,64,64,32,64
312,3.2084691524505615,64,64,64,32,64
313,3.2160556316375732,64,64,64,32,64
314,3.2250564098358154,64,64,64,32,64
315,3.2330989837646484,64,64,64,32,64
316,3.249249219894409,64,64,64,32,64
317,3.2573657035827637,64,64,64,32,64
318,3.2653701305389404,64,64,64,32,64
319,3.273453950881958,64,64,64,32,64
320,3.290487051010132,64,64,64,32,64
321,3.2986114025115967,64,64,64,32,64
322,3.30690336227417,64,64,64,32,64
323,3.3225245475769043,64,64,64,32,64
324,3.3314695358276367,64,64,64,32,64
325,3.339510202407837,64,64,64,32,64
326,3.3475284576416016,64,64,64,32,64
327,3.3636679649353027,64,64,64,32,64
328,3.371671199798584,64,64,64,32,64
329,3.3806071281433105,64,64,64,32,64
330,3.388645648956299,64,64,64,32,64
331,3.4046943187713623,64,64,64,32,64
332,3.412714719772339,64,64,64,32,64
333,3.4208571910858154,64,64,64,32,64
334,3.4297988414764404,64,64,64,32,64
335,3.445858955383301,64,64,64,32,64
336,3.453857421875,64,64,64,32,64
337,3.4618403911590576,64,64,64,32,64
338,3.470029592514038,64,64,64,32,64
339,3.4870336055755615,64,64,64,32,64
340,3.495060682296753,64,64,64,32,64
341,3.5030789375305176,64,64,64,32,64
342,3.5110762119293213,64,64,64,32,64
343,3.52762508392334,64,64,64,32,64
344,3.535642385482788,64,64,64,32,64
345,3.5437605381011963,64,64,64,32,64
346,3.552765369415283,64,64,64,32,64
347,3.5689632892608643,64,64,64,32,64
348,3.5769731998443604,64,64,64,32,64
349,3.5852668285369873,64,64,64,32,64
350,3.5932207107543945,64,64,64,32,64
351,3.609266996383667,64,64,64,32,64
352,3.6177914142608643,64,64,64,32,64
353,3.625790596008301,64,64,64,32,64
354,3.634788751602173,64,64,64,32,64
