,timestamp,potZ,potRot,potY,potX,potCam
0,0.0,64,64,64,64,64
1,0.008532524108886719,64,64,64,64,64
2,0.017121076583862305,64,64,64,64,64
3,0.024908065795898438,64,64,64,64,64
4,0.032982826232910156,64,64,64,64,64
5,0.04099273681640625,64,64,64,84,64
6,0.05718088150024414,64,64,64,84,64
7,0.06629586219787598,64,64,64,84,64
8,0.0742950439453125,64,64,64,84,64
9,0.08229470252990723,64,64,64,84,64
10,0.09836697578430176,64,64,64,84,64
11,0.10644197463989258,64,64,64,84,64
12,0.1144859790802002,64,64,64,84,64
13,0.12349128723144531,64,64,64,84,64
14,0.1394948959350586,64,64,64,84,64
15,0.14748573303222656,64,64,64,84,64
16,0.15560507774353027,64,64,64,84,64
17,0.16370391845703125,64,64,64,84,64
18,0.1806941032409668,64,64,64,84,64
19,0.18869805335998535,64,64,64,84,64
20,0.19673728942871094,64,64,64,84,64
21,0.20478081703186035,64,64,64,84,64
22,0.22135400772094727,64,64,64,84,64
23,0.2293555736541748,64,64,64,84,64
24,0.23733162879943848,64,64,64,84,64
25,0.24533915519714355,64,64,64,84,64
26,0.2622981071472168,64,64,64,84,64
27,0.2703273296356201,64,64,64,84,64
28,0.2791872024536133,64,64,64,84,64
29,0.2953758239746094,64,64,64,84,64
30,0.30338025093078613,64,64,64,84,64
31,0.3114912509918213,64,64,64,84,64
32,0.31954455375671387,64,64,64,84,64
33,0.33554530143737793,64,64,64,84,64
34,0.3444809913635254,64,64,64,84,64
35,0.3526337146759033,64,64,64,84,64
36,0.3606441020965576,64,64,64,84,64
37,0.3766815662384033,64,64,64,84,64
38,0.3856332302093506,64,64,64,84,64
39,0.39368748664855957,64,64,64,84,64
40,0.4017298221588135,64,64,64,84,64
41,0.41829609870910645,64,64,64,84,64
42,0.4263434410095215,64,64,64,84,64
43,0.43432188034057617,64,64,64,84,64
44,0.44232869148254395,64,64,64,84,64
45,0.4584925174713135,64,64,64,84,64
46,0.4674961566925049,64,64,64,84,64
47,0.47550153732299805,64,64,64,84,64
48,0.4835085868835449,64,64,64,84,64
49,0.499584436416626,64,64,64,84,64
50,0.508368968963623,64,64,64,84,64
51,0.5163729190826416,64,64,64,84,64
52,0.5244998931884766,64,64,64,84,64
53,0.540539026260376,64,64,64,84,64
54,0.5494801998138428,64,64,64,84,64
55,0.5574789047241211,64,64,64,84,64
56,0.5657353401184082,64,64,64,84,64
57,0.5817365646362305,64,64,64,84,64
58,0.5897815227508545,64,64,64,84,64
59,0.5978856086730957,64,64,64,84,64
60,0.6060705184936523,64,64,64,84,64
61,0.6227328777313232,64,64,64,84,64
62,0.6306772232055664,64,64,64,84,64
63,0.6388652324676514,64,64,64,84,64
64,0.646869421005249,64,64,64,84,64
65,0.6639676094055176,64,64,64,84,64
66,0.6719660758972168,64,64,64,84,64
67,0.6799728870391846,64,64,64,84,64
68,0.6880333423614502,64,64,64,84,64
69,0.7042653560638428,64,64,64,84,64
70,0.7128312587738037,64,64,64,84,64
71,0.7208261489868164,64,64,64,84,64
72,0.7288458347320557,64,64,64,84,64
73,0.7460319995880127,64,64,64,84,64
74,0.7540304660797119,64,64,64,84,64
75,0.7620849609375,64,64,64,84,64
76,0.7700834274291992,64,64,64,84,64
77,0.7860984802246094,64,64,64,84,64
78,0.794513463973999,64,64,64,84,64
79,0.802478551864624,64,64,64,84,64
80,0.811208963394165,64,64,64,84,64
81,0.8272712230682373,64,64,64,84,64
82,0.8352391719818115,64,64,64,84,64
83,0.8433802127838135,64,64,64,84,64
84,0.8523402214050293,64,64,74,78,64
85,0.8683338165283203,64,64,74,78,64
86,0.876366138458252,64,64,74,78,64
87,0.8843429088592529,64,64,74,78,64
88,0.8925480842590332,64,64,74,78,64
89,0.9092123508453369,64,64,74,78,64
90,0.9172613620758057,64,64,74,78,64
91,0.925260066986084,64,64,74,78,64
92,0.9342210292816162,64,64,74,78,64
93,0.9502213001251221,64,64,74,78,64
94,0.9582955837249756,64,64,74,78,64
95,0.9672167301177979,64,64,74,78,64
96,0.9753596782684326,64,64,74,78,64
97,0.9914002418518066,64,64,74,78,64
98,0.9994659423828125,64,64,74,78,64
99,1.0074717998504639,64,64,74,78,64
100,1.015852928161621,64,64,74,78,64
101,1.0328443050384521,64,64,74,78,64
102,1.04002046585083,64,64,74,78,64
103,1.0489401817321777,64,64,74,78,64
104,1.0569398403167725,64,64,74,78,64
105,1.0729408264160156,64,64,74,78,64
106,1.080941915512085,64,64,74,78,64
