<<<<<<< Updated upstream
level_0,index,RX,RY,RZ,TX,TY,TZ,timestamp,up/down pot,rotation pot,front/back pot,left/right pot
0,0,0.14159,0.0338306,0.0678138,20.4852,730.043,1453.74,0.0,b'1',b' ',b'r',b'e'
1,1,0.14396,0.0335651,0.0678605,12.9438,726.423,1444.86,0.0306968688964843,b'e',b'i',b'v',b'e'
2,2,0.145209,0.034554,0.0685456,5.5097,721.984,1435.74,0.044621467590332,b'\r',b'\n',b'1',b' '
3,3,0.145969,0.0341829,0.0683502,-1.64468,716.787,1426.42,0.06608247756958,b'o',b'n',b'e',b'\r'
4,4,0.147102,0.0332642,0.0686752,-8.44803,710.814,1416.9,0.0788776874542236,b'2',b' ',b'r',b'e'
5,5,0.146843,0.0324381,0.0693452,-14.9446,704.118,1407.2,0.0972659587860107,b'e',b'i',b'v',b'e'
6,6,0.146825,0.0329565,0.0689652,-21.1076,696.774,1397.47,0.1132781505584716,b'\r',b'\n',b'0',b'\t'
7,7,0.147349,0.0330641,0.0687296,-27.113,688.582,1387.42,0.12886643409729,b'2',b'2',b'\r',b'\n'
8,8,0.146741,0.03115,0.0706411,-32.9345,679.565,1377.14,0.1418647766113281,b'\t',b'5',b'1',b'\r'
9,9,0.14955,0.0317505,0.0697886,-38.3786,669.854,1366.73,0.1579527854919433,b'2',b'\t',b'5',b'2'
10,10,0.150013,0.0299102,0.0715097,-43.7517,659.212,1355.97,0.1759135723114013,b'\n',b'3',b'\t',b'6'
11,11,0.151508,0.0297647,0.07129,-48.7043,647.933,1345.17,0.1844193935394287,b'0',b'\r',b'\n',b'4'
12,12,0.152514,0.0292875,0.071221,-53.541,635.797,1334.22,0.2052662372589111,b'3',b'3',b'7',b'\r'
13,13,0.152748,0.0290169,0.0721471,-58.2117,622.882,1323.18,0.2206089496612548,b'2',b' ',b'd',b'o'
14,14,0.152718,0.0288634,0.0726165,-62.6256,609.072,1312.14,0.230342149734497,b'e',b'\r',b'\n',b'3'
