Objects
30
,,Global Angle drone_3:drone_3,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19,0,-0.915372,3.44416,1.38423,-56.8769,48.5066,-0.376126
20,0,-0.892161,3.41554,1.41648,-58.2093,51.2634,1.747
21,0,-0.836171,3.31816,1.46443,-58.0977,55.9466,7.48544
22,0,-0.78856,3.33946,1.376,-58.222,53.0059,19.6336
23,0,-0.763212,3.3071,1.36609,-58.6521,54.9452,33.6427
24
25
26
27
28
29
30
31
32
33
34
35
36
37,0,1.48854,3.2205,0.0439734,-51.2686,103.736,674.869
38,0,1.50996,3.20687,0.0421417,-49.5304,104.165,740
39,0,1.52569,3.19036,0.0382144,-47.8214,104.945,804.331
40,0,1.54008,3.17772,0.0367852,-46.453,105.793,865.8
41,0,1.54974,3.15803,0.0371589,-44.8829,106.909,923.143
42,0,1.55529,3.1437,0.0362299,-43.5551,107.808,975.328
43,0,-0.163691,5.09122,-2.03752,-24.5583,162.944,983.47
44,0,-0.203434,5.09908,-2.04002,-22.6289,164.438,1024.46
45,0,-0.246702,5.10754,-2.04471,-20.5043,165.817,1058.99
46,0,-0.529696,0.282341,-3.66498,-49.7925,109.987,1114.04
47,0,-0.524174,0.269694,-3.66885,-47.4441,111.695,1137.37
48,0,-0.541214,0.268505,-3.66597,-44.9181,113.609,1156.54
49,0,-0.542922,0.264069,-3.66708,-42.6119,115.762,1171.88
50,0,-0.545898,0.26266,-3.6637,-40.6504,117.803,1183.85
51,0,-0.546474,0.261617,-3.66332,-38.6209,120.753,1193.29
52,0,-0.549837,0.263949,-3.66075,-37.0167,123.739,1200.21
53,0,-0.550395,0.263123,-3.65796,-35.5298,127.122,1204.87
54,0,-0.547658,0.262653,-3.6566,-34.1725,131.061,1207.42
55,0,-0.548972,0.26233,-3.65267,-33.2185,134.997,1207.97
56,0,-0.551074,0.263728,-3.65048,-32.1313,139.847,1207.21
57,0,-0.554622,0.266093,-3.64614,-31.6196,144.555,1204.98
58,0,-0.556451,0.267095,-3.64301,-31.1649,150.045,1201.81
59,0,-0.561609,0.270091,-3.64002,-30.9083,155.843,1198.11
60,0,-0.564456,0.271335,-3.63544,-31.1253,161.839,1193.9
61,0,-0.568777,0.27417,-3.63414,-31.1578,168.829,1189.79
62,0,-0.567987,0.276913,-3.62921,-32.2724,175.033,1185.31
63,0,-0.573748,0.281955,-3.62706,-32.8661,182.516,1181.27
64,0,-0.574152,0.284362,-3.62492,-34.0483,189.759,1177.1
65,0,-0.579017,0.286651,-3.62127,-35.3994,197.245,1173.15
66,0,-0.584107,0.290623,-3.61888,-36.6,205.253,1169.51
67,0,-0.582899,0.295562,-3.61676,-38.4049,213.051,1165.81
68,0,-0.589927,0.298716,-3.6133,-39.7729,221.231,1162.64
69,0,-0.591845,0.30126,-3.6106,-41.8023,229.121,1159.4
70,0,0.679054,-1.39378,-4.03889,-4.82031,209.002,1151.74
71,0,0.667171,-1.39154,-4.04673,-6.41614,217.002,1149.02
72,0,0.659588,-1.38602,-4.05208,-8.20609,225.089,1146.44
73,0,0.640459,-1.36362,-4.06397,-10.0425,232.895,1143.95
74,0,0.634125,-1.35193,-4.06927,-12.042,240.546,1141.48
75,0,0.661264,-1.36913,-4.05572,-13.9994,248.263,1139.19
76,0,0.284893,0.455924,-0.459554,-50.2314,299.709,1150.46
77,0,0.286122,0.452037,-0.457535,-52.0635,306.908,1148.07
78,0,0.29024,0.456711,-0.458251,-53.7259,314.289,1146.12
79,0,0.462647,-0.138184,0.312337,17.239,287.644,1113.82
80,0,0.458191,-0.136925,0.316306,15.2106,294.159,1112
81,0,0.450578,-0.128411,0.325398,13.1079,299.866,1110.03
82,0,0.455779,-0.136908,0.31465,11.6184,306.849,1108.25
83,0,0.459903,-0.135697,0.319802,10.3659,313.054,1105.84
84
85
86
87
88
89
90
91
92
93
94
95
96
97
98
99
100
101
102
103
104
105
106
107
108
109
110
111
112
113
114
115
116
117
118
119
120
121
122
123
124
125
126
127
128
129
130
131
132
133,0,-0.143687,0.501044,4.07556,-93.4571,527.051,1004.96
134,0,-0.136644,0.503221,4.07528,-92.8109,526.11,1001.36
135,0,-0.129347,0.50163,4.07354,-92.2459,525.068,997.783
136,0,-0.12659,0.495031,4.07149,-91.7271,523.7,994.207
137,0,-0.112938,0.504438,4.07037,-90.9732,522.64,990.159
138,0,-0.11603,0.504545,4.06918,-90.3448,521.207,986.107
139,0,-0.115242,0.507354,4.07177,-89.6084,519.75,982.046
140,0,-0.117982,0.493107,4.06982,-88.8905,518.285,978.361
141,0,-0.109745,0.486692,4.06794,-88.2215,516.754,974.593
142,0,-0.114193,0.48778,4.0683,-87.533,514.883,970.414
143,0,-0.118158,0.489906,4.06941,-86.8245,513.171,966.382
144,0,-0.103508,0.493957,4.06623,-86.0772,511.456,962.25
145,0,-0.103005,0.499634,4.06596,-85.3603,509.368,958.025
146,0,-0.108278,0.49775,4.06714,-84.6904,507.212,953.984
147,0,-0.101536,0.494506,4.0659,-83.8546,505.301,950.085
148,0,-0.0956359,0.497113,4.06435,-83.3571,502.773,945.941
149,0,-0.101212,0.494892,4.06496,-82.3772,500.779,941.897
150,0,-0.101829,0.48251,4.06406,-81.862,498.361,938.31
151,0,-0.0996544,0.484823,4.06446,-81.2632,495.853,934.358
152,0,-0.0918078,0.496365,4.06269,-80.4751,493.355,930.081
153,0,-0.0926181,0.490048,4.06172,-79.6946,490.977,926.414
154,0,-0.0911297,0.485825,4.06137,-79.2383,488.075,922.661
155,0,-0.0815868,0.504004,4.06033,-78.4151,485.603,918.412
156,0,-0.0839785,0.486976,4.05991,-77.9249,482.668,915.011
157,0,-0.0917365,0.477686,4.05925,-77.2393,480.111,911.72
158,0,-0.0822859,0.492609,4.05842,-76.4602,477.311,907.771
159,0,-0.0835542,0.489744,4.05919,-75.9841,474.342,904.357
160,0,-0.0839517,0.484811,4.05737,-75.6154,471.335,900.998
161,0,-0.0795244,0.486677,4.05615,-74.9297,468.465,897.623
162,0,-0.085527,0.491667,4.05792,-74.4055,465.479,894.2
163,0,-0.0891415,0.481578,4.05743,-73.7173,462.795,891.232
164,0,-0.0751214,0.490642,4.05456,-73.3422,459.583,887.931
165,0,-0.07381,0.492434,4.05557,-72.7757,456.846,884.954
166,0,-0.0719051,0.494581,4.05514,-72.4861,453.793,881.973
167,0,-0.0695292,0.491545,4.0533,-72.0117,450.765,879.063
168,0,-0.071064,0.502759,4.05463,-71.5204,448.163,875.96
169,0,-0.0722054,0.518881,4.0569,-71.168,445.457,872.731
170,0,-0.0676716,0.527303,4.05636,-70.8074,442.854,869.717
171,0,-0.069035,0.534699,4.05845,-70.3752,440.555,866.843
172,0,-1.63674,2.80478,0.0481971,-18.8361,224.321,878.783
173,0,-1.62834,2.80351,0.0553332,-18.5317,222.56,876.148
174,0,-1.63592,2.79782,0.0576139,-17.7975,221.071,873.665
175,0,-1.63477,2.80538,0.0476956,-18.2415,218.624,871.179
176,0,-1.63225,2.80042,0.0560164,-17.5271,217.758,868.676
177,0,-1.63181,2.80246,0.0523786,-17.2832,216.447,866.309
178,0,-1.63171,2.80103,0.0613034,-16.8347,215.726,863.651
179,0,-1.63046,2.80597,0.0574134,-16.9144,214.546,861.42
180,0,-1.63171,2.80081,0.062457,-16.5189,214.291,859.073
181,0,-1.63542,2.80524,0.0536236,-16.4803,213.692,856.897
182,0,-1.63159,2.79568,0.0705548,-15.6845,214.379,854.595
183,0,-1.629,2.79982,0.06378,-15.7996,214.164,852.691
184,0,-1.62825,2.79822,0.0666808,-15.4112,214.69,850.633
185,0,-1.62755,2.80075,0.0604805,-15.4562,215.027,848.747
186,0,-1.62874,2.79774,0.0702168,-15.133,215.972,846.607
187,0,-1.62938,2.8,0.0679071,-15.0127,216.855,844.682
188,0,-1.63218,2.79783,0.0661145,-15.0816,218.045,842.812
189,0,-1.62682,2.80168,0.0591208,-14.7339,219.223,841.415
190,0,-1.63159,2.80126,0.0655967,-14.7245,220.921,839.192
191,0,-1.62906,2.79915,0.0592212,-14.5933,222.689,837.717
192,0,-1.62921,2.80294,0.0624703,-14.6791,224.341,835.825
193,0,-1.62737,2.8009,0.0649994,-14.2135,226.814,834.08
194,0,-1.63267,2.80308,0.0519081,-13.943,228.941,832.694
195,0,-1.62888,2.80029,0.0636832,-13.7041,231.729,830.692
196,0,-1.6287,2.80354,0.0618963,-13.8484,234.111,828.853
197,0,-1.63221,2.80032,0.0617158,-13.2872,237.23,827.162
198,0,-1.62933,2.80026,0.0545184,-12.8955,240.271,825.774
199,0,-1.62639,2.80385,0.0686492,-12.9602,243.344,823.525
200,0,-1.63197,2.80283,0.0542374,-12.6599,246.655,822.099
201,0,-1.63437,2.80282,0.0533708,-12.4189,250.093,820.35
202,0,-1.63102,2.80329,0.052572,-12.0464,253.807,818.702
203,0,-1.6323,2.80273,0.0533139,-11.5312,257.687,817.078
204,0,-1.62739,2.80371,0.0655407,-11.3379,261.607,815.054
205,0,-1.63313,2.80216,0.0573886,-10.9051,265.637,813.631
206,0,-1.63138,2.80065,0.0670296,-10.4941,270.066,811.77
207,0,-1.63335,2.80092,0.0538312,-10.3312,274.145,810.477
208,0,-1.63321,2.79835,0.0630963,-9.76782,278.807,808.553
209,0,-1.63536,2.80231,0.0528482,-9.58275,283.127,807.138
210,0,-1.63423,2.80088,0.0604497,-8.69734,288.118,805.728
211,0,-1.62973,2.80311,0.0587545,-8.55145,292.687,804.227
212,0,-1.63212,2.80345,0.0508267,-8.10427,297.494,803.039
213,0,-1.63471,2.79985,0.0572712,-7.41723,302.803,801.573
214,0,-1.63491,2.80553,0.0461475,-7.15459,307.559,800.571
215,0,-1.63299,2.79905,0.0636984,-6.24492,313.396,799.086
216,0,-1.63499,2.79817,0.0607728,-5.8098,318.743,798.024
217,0,-1.63719,2.80383,0.0399784,-5.70993,323.586,797.436
218,0,-1.6353,2.80152,0.0549891,-4.65882,329.658,796.251
219,0,-1.63493,2.79906,0.0608058,-4.23763,335.331,795.147
220,0,-1.63452,2.80247,0.0498676,-3.6677,340.857,794.676
221,0,-1.63286,2.802,0.0513936,-2.78543,346.794,793.926
222,0,-1.63472,2.79801,0.0627835,-2.20316,353.062,792.808
223,0,-1.63564,2.80019,0.0523698,-1.65254,358.904,792.374
224,0,-1.63415,2.80036,0.052276,-0.786619,365.002,791.861
225,0,-1.63811,2.7977,0.0516112,-0.287493,371.335,790.96
226,0,-1.63649,2.79612,0.0572003,0.767146,377.796,790.425
227,0,-1.63934,2.79851,0.0530486,1.27009,384.029,789.818
228,0,-1.63631,2.80068,0.0458443,1.94311,390.284,789.516
229,0,-1.63676,2.79774,0.0528619,2.81509,397.015,788.906
