Objects
30
,,Global Angle drone_3:drone_3,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
66
67
68
69
70
71
72
73
74
75
76
77
78
79
80
81
82
83
84
85
86
87
88
89
90
91
92
93
94
95
96
97
98
99
100
101
102
103
104
105
106
107
108
109
110
111
112
113
114
115
116
117
118
119
120
121
122
123
124
125
126
127
128
129
130
131
132
133
134
135
136
137
138
139
140
141
142
143
144
145
146
147
148
149
150
151
152
153
154
155
156
157
158
159
160
161
162
163
164
165
166
167
168
169
170
171
172
173
174
175
176
177
178
179
180
181
182
183
184
185
186
187
188
189
190
191
192
193
194
195
196
197
198
199
200
201
202
203
204
205
206
207
208
209
210
211
212
213
214
215
216
217,0,1.87428,1.09957,-0.426147,282.507,408.829,377.506
218,0,1.88137,1.08154,-0.434225,283.403,401.108,378.231
219,0,1.87267,1.08089,-0.445444,286.512,396.812,377.955
220,0,1.87019,1.07385,-0.440545,287.82,389.119,377.925
221,0,1.86782,1.07282,-0.444886,289.52,382.641,378.542
222,0,1.8604,1.0687,-0.442298,290.786,375.291,379.351
223,0,1.19051,-1.92211,1.6362,290.655,367.313,380.186
224,0,1.18395,-1.92621,1.6263,292.299,361.217,380.063
225,0,1.17919,-1.92699,1.62927,293.435,355.123,380.12
226,0,1.17801,-1.92776,1.62915,294.069,349.215,380.121
227,0,1.1736,-1.93109,1.62534,294.027,343.217,380.357
228,0,1.17722,-1.92687,1.6317,294.955,338.086,380.253
229,0,1.17552,-1.92872,1.62599,294.957,332.708,380.579
230,0,1.16979,-1.9306,1.62258,294.943,327.518,381.039
231,0,1.18708,-1.91735,1.63503,295.51,323.011,380.907
232,0,-1.06579,0.077581,0.317406,325.86,305.162,425.949
233,0,-1.06885,0.0755165,0.319839,325.632,300.87,426.331
234,0,-1.0663,0.0775156,0.317346,325.278,296.321,426.847
235,0,-1.07327,0.0775815,0.319244,324.754,292.452,427.453
236,0,-1.07171,0.0775628,0.319179,324.624,288.598,428.118
237,0,-1.06494,0.0778546,0.314008,324.119,284.487,429.157
238,0,-1.06665,0.0796407,0.315828,323.694,281.072,430.186
239,0,-1.06583,0.0758005,0.316155,323.16,277.665,431.298
240,0,-1.06351,0.0798164,0.311462,322.428,274.448,432.407
241,0,-1.06894,0.0779627,0.316426,321.987,271.779,433.496
242,0,-1.06026,0.0789893,0.311124,321.279,268.673,434.674
243,0,-1.06113,0.0792006,0.313978,320.828,266.28,435.811
244,0,-1.06214,0.0808365,0.312109,320.168,263.738,437.211
245,0,-1.06119,0.0782944,0.321533,319.969,261.946,438.262
246,0,-1.05915,0.0803305,0.312366,319.276,259.827,439.396
247,0,-1.06398,0.0805763,0.313368,318.848,258.489,440.324
248,0,-1.05942,0.0805989,0.313992,318.201,256.866,441.313
249,0,-1.05756,0.0790494,0.316171,317.592,255.4,442.439
250,0,-1.05997,0.0737042,0.327872,317.415,254.836,443.179
251,0,-1.05899,0.0728928,0.332674,317.182,254.453,443.736
252,0,-1.05799,0.0722286,0.338388,316.746,253.818,444.423
253,0,-1.05784,0.0786342,0.329486,315.949,253.323,445.311
254,0,-1.05759,0.0806104,0.321407,315.306,253.494,445.901
255,0,-1.05942,0.0784866,0.321002,314.76,254.25,446.397
256,0,-1.0646,0.0773683,0.323854,314.006,255.068,447.006
257,0,-1.06287,0.0789438,0.318472,313.183,256.028,447.613
258,0,-1.06224,0.0793045,0.321189,312.391,256.865,448.244
259,0,-1.06781,0.0748881,0.329508,311.575,258.422,448.509
260,0,-1.06229,0.0754886,0.326521,310.775,259.708,449.007
261,0,-1.05971,0.0752157,0.327362,309.879,261.245,449.447
262,0,-1.06358,0.0742605,0.32573,308.609,263.476,449.916
263,0,-1.06143,0.0762505,0.323113,308.243,266.553,449.695
264,0,-1.06423,0.0773736,0.320947,307.146,268.948,450.252
265,0,-1.06173,0.0777807,0.320332,305.857,271.179,450.743
266,0,-1.05983,0.0758393,0.320673,304.447,273.535,451.15
267,0,-1.05693,0.0755138,0.326948,303.168,275.39,451.813
268,0,-1.05741,0.0702635,0.341178,301.777,278.034,452.312
269,0,-1.05175,0.0710442,0.338783,300.524,280.702,452.443
270,0,-1.05057,0.0748429,0.331273,298.798,283.582,452.828
271,0,-1.04925,0.0768344,0.328793,297.103,286.619,453.016
272,0,-1.0525,0.075664,0.327823,296.16,291.206,452.765
273,0,-1.04851,0.0777393,0.327712,294.708,294.266,453.428
274,0,-1.04747,0.0755021,0.336266,292.843,296.482,454.333
275,0,-1.04138,0.0735895,0.341017,291.388,299.461,454.667
276,0,-1.04519,0.0750431,0.332563,289.95,304.412,454.606
277,0,-1.04258,0.075895,0.332168,288.36,307.699,454.959
278,0,-1.04116,0.0764157,0.334147,287.294,311.743,455.118
279,0,-1.04081,0.0714767,0.343288,285.868,314.769,455.952
280,0,-1.03498,0.0734295,0.340224,284.132,317.285,456.389
281,0,-1.03917,0.0768998,0.335756,283.129,322.508,456.098
282,0,-1.04153,0.0723742,0.334043,281.986,326.3,456.51
283,0,-1.03469,0.0730746,0.34326,280.597,328.518,456.828
284,0,-1.03928,0.0730874,0.339908,279.548,333.206,456.542
285,0,-1.03105,0.0686877,0.348271,278.706,335.558,456.913
286,0,-1.03553,0.0748482,0.33707,277.674,339.868,456.716
287,0,-1.03123,0.0738266,0.344283,276.998,342.724,456.81
288,0,-1.03109,0.0673154,0.349173,276.015,345.354,457.346
289,0,-1.03033,0.0764701,0.340079,275.592,349.243,457.091
290,0,-1.02731,0.0740268,0.345635,274.821,351.707,457.691
291,0,-1.02534,0.0734839,0.346395,274.542,354.541,457.979
292,0,-1.02945,0.0647695,0.346366,274.261,357.403,458.853
293,0,-1.0236,0.0731858,0.343917,274.059,360.224,458.424
294,0,-1.02303,0.0746598,0.345761,273.796,362.243,458.794
295,0,-1.02566,0.0694556,0.34393,274.063,365.296,458.817
296,0,-1.02545,0.0723353,0.340941,274.388,367.458,458.967
297,0,-1.02047,0.0710782,0.350535,274.224,368.557,459.297
298,0,-1.02565,0.0653242,0.351518,274.317,370.702,459.281
299,0,-1.02899,0.0720248,0.345337,275.229,373.641,458.608
300,0,-1.02532,0.068908,0.3478,275.633,375.012,458.45
301,0,0.171945,-1.58203,-2.20288,275.745,373.734,457.188
302,0,0.178604,-1.58309,-2.20037,276.122,375.333,456.965
303,0,0.161283,-1.5985,-2.20001,276.183,377.572,456.955
304,0,0.161052,-1.59905,-2.19759,276.803,379.04,456.6
305,0,0.170591,-1.59366,-2.1976,277.478,379.717,456.424
306,0,0.174515,-1.58645,-2.20131,278.298,380.105,456.217
307,0,0.148894,-1.60382,-2.21909,278.997,381.886,456.116
308,0,0.154034,-1.59978,-2.21075,279.446,382.128,456.709
309,0,0.154952,-1.59973,-2.20894,279.848,382.678,457.037
310,0,0.151541,-1.605,-2.21111,280.326,383.675,457.463
311,0,0.135679,-1.61665,-2.21882,280.82,384.889,457.898
312,0,0.113325,-1.62931,-2.23833,281.954,386.381,457.885
313,0,0.115175,-1.62937,-2.23799,282.28,386.198,458.614
314,0,0.118253,-1.62791,-2.23813,282.818,386.205,459.055
315,0,0.123915,-1.62371,-2.23826,283.344,385.751,459.59
316,0,0.121307,-1.62328,-2.2447,283.937,385.708,460.025
317,0,0.114377,-1.62896,-2.25069,284.499,385.976,460.396
318,0,0.111775,-1.63074,-2.24802,285.151,386.135,460.63
319,0,0.113397,-1.62912,-2.24472,285.632,385.85,460.975
320,0,0.114658,-1.62624,-2.24536,286.138,384.956,461.594
321,0,0.118421,-1.62351,-2.24113,286.8,384.555,461.958
322,0,0.117117,-1.6269,-2.24342,287.522,384.881,461.994
323,0,0.117436,-1.62359,-2.24206,287.936,384.354,462.452
324,0,0.120884,-1.62261,-2.23846,288.57,384.332,462.639
325,0,-1.01203,0.0226653,0.390718,290.707,382.358,464.825
326,0,-1.01474,0.0217263,0.385972,291.247,381.908,465.266
327,0,-1.02113,0.0187073,0.387638,291.363,381.939,465.744
328,0,0.176857,-1.58684,-2.19933,290.873,380.998,464.19
329,0,0.111156,-1.63965,-2.23687,291.522,383.545,464.057
330,0,0.10854,-1.64029,-2.23566,291.814,383.057,464.188
331,0,-1.01556,0.0507034,0.369572,292.163,379.965,466.633
332,0,-1.01777,0.0643375,0.354361,292.233,379.172,467.527
333,0,-1.01989,0.0632304,0.353724,292.923,378.288,468.142
334,0,-1.01662,0.0484886,0.367056,293.733,377.307,468.336
335,0,-1.01984,0.0548693,0.355976,294.479,377.494,468.57
336,0,-1.01777,0.0600826,0.352608,294.935,376.898,468.704
337,0,-1.01871,0.0664545,0.345996,295.06,376.097,469.29
338,0,-1.02,0.0702192,0.341283,295.229,375.036,470.143
339,0,-1.01983,0.0671333,0.33963,296.206,375.072,470.236
340,0,-1.01904,0.0660345,0.340482,296.691,374.441,470.565
341,0,-1.01981,0.0692188,0.337758,297.071,373.728,470.957
342,0,-1.01839,0.0674598,0.339317,297.5,372.524,471.767
343,0,-1.02114,0.0674761,0.336976,297.907,371.819,472.596
344,0,-1.0207,0.069129,0.333237,298.444,371.408,473.108
345,0,-1.01895,0.0694487,0.335625,298.911,370.922,473.464
346,0,-1.01684,0.0691204,0.340046,299.029,369.992,473.88
347,0,-1.01541,0.0684533,0.343339,299.199,369.022,474.342
348,0,-1.01626,0.0673961,0.340367,299.579,368.605,474.787
349,0,-1.01675,0.0679322,0.340541,299.945,367.942,475.434
350,0,-1.01862,0.0674081,0.339943,300.482,367.837,475.851
351,0,-1.01787,0.0646241,0.34352,300.876,367.317,476.351
352,0,-1.0143,0.062888,0.345634,301.214,366.515,476.767
353,0,-1.01176,0.0648822,0.341332,301.449,365.92,477.207
354,0,-1.01087,0.0669072,0.338159,301.504,365.103,477.744
355,0,-1.0115,0.0670644,0.340243,301.95,365.293,477.704
356,0,-1.01252,0.0656753,0.342073,302.322,365.17,477.729
357,0,-1.01266,0.0653133,0.341408,302.837,365.46,477.433
358,0,-1.01328,0.0642511,0.343554,303.441,365.818,477.137
359,0,-1.01566,0.067108,0.339069,304.295,366.672,476.551
360,0,-1.01649,0.0690477,0.336265,304.946,366.925,476.142
361,0,-1.0163,0.0687316,0.334478,305.475,366.855,475.88
362,0,-1.01766,0.0706307,0.332328,306.086,366.971,475.431
363,0,-1.01773,0.0705896,0.33037,306.625,366.889,475.006
364,0,-1.0176,0.0680692,0.336694,307.209,366.428,474.657
365,0,-1.01431,0.0629447,0.344349,307.58,365.426,474.407
366,0,-1.01447,0.0596439,0.343277,308.057,365.114,474.015
