potX,potY,potZ,potRot,duration
64,64,64,64,10
64,64,74,62,10
64,64,84,60,10
64,64,94,58,10
64,64,104,56,10
64,64,114,54,10
64,64,124,52,10
64,64,134,50,10
64,64,144,48,10
64,64,154,46,10
64,64,64,64,10
