,timestamp,potZ,potRot,potX,potY,potCam
0,0.0,0,0,0,0,0
1,0,64,0,64,84,0
2,0.04462146759033203,64,0,64,84,0
3,0.06608247756958008,64,0,64,84,0
4,0.07887768745422363,64,0,64,84,0
5,0.09726595878601074,64,0,64,84,0
6,0.11327815055847168,64,0,64,84,0
7,0.12886643409729004,64,0,64,84,0
